county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,provisional,advance_in_person
Richmond,303,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,733,41,374,0,318
Richmond,304,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,148,5,108,0,35
Richmond,305,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,285,12,127,0,146
Richmond,306,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,710,59,365,1,285
Richmond,307,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,642,29,371,1,241
Richmond,308,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,118,11,58,0,49
Richmond,309,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,195,17,113,1,64
Richmond,310,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,511,30,306,0,175
Richmond,401,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,69,7,38,0,24
Richmond,402,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,119,7,78,0,34
Richmond,404,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,109,8,55,0,46
Richmond,405,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,185,4,89,2,90
Richmond,406,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,135,5,73,0,57
Richmond,501,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,197,18,109,0,70
Richmond,502,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,153,15,78,0,60
Richmond,503,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,284,21,134,0,129
Richmond,504,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,258,11,170,0,77
Richmond,506,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,53,1,27,0,25
Richmond,507,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,110,3,63,0,44
Richmond,509,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,134,8,66,0,60
Richmond,601,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,381,19,222,3,137
Richmond,603,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,894,46,600,1,247
Richmond,604,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,263,10,192,0,61
Richmond,605,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,585,34,383,0,168
Richmond,607,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,53,2,35,0,16
Richmond,608,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,505,24,350,0,131
Richmond,701,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,986,35,580,0,371
Richmond,702,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,740,30,465,0,245
Richmond,703,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,1007,53,578,0,376
Richmond,705,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,820,52,414,1,353
Richmond,706,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,1250,52,434,0,764
Richmond,707,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,410,28,212,0,170
Richmond,708,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,137,7,45,0,85
Richmond,709,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,174,5,87,0,82
Richmond,801,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,184,1,163,1,19
Richmond,801B,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,198,11,165,1,21
Richmond,802,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,972,38,763,0,171
Richmond,803,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,0,0,0,0,0
Richmond,804,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,412,16,261,0,135
Richmond,804H,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,831,44,594,0,193
Richmond,805,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,124,3,80,0,41
Richmond,806,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,412,10,300,0,102
Richmond,807,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,167,6,103,2,56
Richmond,808,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,704,23,474,1,206
Richmond,809,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,25,0,11,0,14
Richmond,810,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,143,4,79,0,60
Richmond,101,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,255,13,157,1,84
Richmond,102,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,479,72,259,0,148
Richmond,103,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,623,96,285,1,241
Richmond,104,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,1259,163,653,3,440
Richmond,105,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,341,36,178,1,126
Richmond,106,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,292,37,191,1,63
Richmond,107,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,531,63,265,1,202
Richmond,108,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,256,23,117,0,116
Richmond,109,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,436,44,202,4,186
Richmond,111,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,498,57,243,1,197
Richmond,112,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,228,48,83,0,97
Richmond,114,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,314,28,150,0,136
Richmond,115,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,86,6,55,0,25
Richmond,201,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,587,38,367,0,182
Richmond,202,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,1303,99,723,5,476
Richmond,203,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,438,43,278,0,117
Richmond,204,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,388,25,231,1,131
Richmond,207,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,946,112,505,2,327
Richmond,208,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,992,88,582,3,319
Richmond,210,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,696,68,318,3,307
Richmond,301,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,529,50,241,1,237
Richmond,302,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,345,24,196,2,123
Richmond,303,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,189,17,81,0,91
Richmond,304,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,90,7,48,0,35
Richmond,305,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,63,2,27,0,34
Richmond,306,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,1271,99,561,5,606
Richmond,307,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,323,35,151,1,136
Richmond,308,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,159,18,81,1,59
Richmond,309,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,1620,131,586,1,902
Richmond,310,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,1966,173,776,1,1016
Richmond,401,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,1175,94,472,1,608
Richmond,402,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,1185,116,640,3,426
Richmond,404,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,842,70,390,2,380
Richmond,405,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,2246,163,744,2,1337
Richmond,406,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,1763,136,696,1,930
Richmond,501,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,1501,168,662,2,669
Richmond,502,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,1929,179,845,4,901
Richmond,503,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,1646,149,600,1,896
Richmond,504,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,628,54,339,1,234
Richmond,506,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,148,8,76,1,63
Richmond,507,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,354,34,175,0,145
Richmond,509,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,1029,74,438,0,517
Richmond,601,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,1215,90,607,3,515
Richmond,603,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,828,90,424,1,313
Richmond,604,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,613,42,348,3,220
Richmond,605,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,1145,83,572,4,486
Richmond,607,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,945,69,410,1,465
Richmond,608,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,274,16,151,0,107
Richmond,701,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,533,45,263,1,224
Richmond,702,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,371,17,212,1,141
Richmond,703,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,1193,88,594,5,506
Richmond,705,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,586,33,270,1,282
Richmond,706,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,729,59,242,0,428
Richmond,707,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,616,32,335,1,248
Richmond,708,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,57,1,27,0,29
Richmond,709,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,165,10,70,0,85
Richmond,801,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,85,7,54,0,24
Richmond,801B,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,69,8,48,0,13
Richmond,802,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,524,55,309,0,160
Richmond,803,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,22,0,15,0,7
Richmond,804,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,608,44,266,2,296
Richmond,804H,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,721,64,355,1,301
Richmond,805,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,276,12,152,3,109
Richmond,806,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,227,12,138,0,77
Richmond,807,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,529,43,253,0,233
Richmond,808,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,596,35,291,1,269
Richmond,809,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,475,26,156,1,292
Richmond,810,"Public Service Commission, District 5",5,DEM,DAWN A. RANDOLPH,101,6,30,0,65
Richmond,101,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,19,1,13,0,5
Richmond,102,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,18,1,12,0,5
Richmond,103,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,7,3,3,0,1
Richmond,104,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,26,3,14,0,9
Richmond,105,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,2,0,1,0,1
Richmond,106,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,11,1,7,0,3
Richmond,107,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,32,4,13,0,15
Richmond,108,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,5,0,3,0,2
Richmond,109,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,24,2,16,0,6
Richmond,111,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,15,2,11,0,2
Richmond,112,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,18,2,12,0,4
Richmond,114,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,3,0,2,0,1
Richmond,115,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,4,0,3,0,1
Richmond,201,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,5,1,1,0,3
Richmond,202,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,22,0,14,0,8
Richmond,203,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,4,0,3,0,1
Richmond,204,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,35,1,25,0,9
Richmond,207,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,16,1,10,0,5
Richmond,208,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,22,1,16,0,5
Richmond,210,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,12,0,8,0,4
Richmond,301,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,43,2,29,0,12
Richmond,302,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,11,1,7,0,3
Richmond,303,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,30,2,24,0,4
Richmond,304,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,11,1,9,0,1
Richmond,305,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,4,0,3,1,0
Richmond,306,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,34,3,23,0,8
Richmond,307,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,36,2,21,0,13
Richmond,308,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,5,0,4,0,1
Richmond,309,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,27,3,16,0,8
Richmond,310,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,44,2,35,0,7
Richmond,401,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,16,1,6,0,9
Richmond,402,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,22,2,16,0,4
Richmond,404,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,15,4,4,0,7
Richmond,405,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,17,3,8,0,6
Richmond,406,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,18,4,6,0,8
Richmond,501,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,14,2,6,0,6
Richmond,502,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,23,0,16,0,7
Richmond,503,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,25,2,15,0,8
Richmond,504,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,18,0,11,0,7
Richmond,506,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,2,0,1,0,1
Richmond,507,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,13,0,6,0,7
Richmond,509,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,17,2,8,0,7
Richmond,601,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,26,5,10,1,10
Richmond,603,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,39,0,26,1,12
Richmond,604,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,18,3,13,0,2
Richmond,605,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,39,2,28,0,9
Richmond,607,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,13,0,9,0,4
Richmond,608,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,22,1,14,0,7
Richmond,701,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,41,2,27,0,12
Richmond,702,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,35,1,23,1,10
Richmond,703,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,72,1,51,0,20
Richmond,705,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,26,0,16,0,10
Richmond,706,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,86,3,40,0,43
Richmond,707,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,25,0,21,0,4
Richmond,708,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,5,0,5,0,0
Richmond,709,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,13,0,10,0,3
Richmond,801,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,3,0,3,0,0
Richmond,801B,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,6,0,3,0,3
Richmond,802,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,43,0,39,0,4
Richmond,803,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,0,0,0,0,0
Richmond,804,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,17,1,8,0,8
Richmond,804H,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,31,2,22,0,7
Richmond,805,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,4,0,4,0,0
Richmond,806,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,20,0,14,0,6
Richmond,807,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,13,3,8,0,2
Richmond,808,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,19,1,10,0,8
Richmond,809,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,9,0,5,0,4
Richmond,810,"Public Service Commission, District 5",5,LIB,JOHN TURPISH,3,0,0,0,3
Richmond,101,U.S. Representative,12,(REP,RICK W. ALLEN,272,23,178,0,71
Richmond,102,U.S. Representative,12,(REP,RICK W. ALLEN,190,22,109,1,58
Richmond,103,U.S. Representative,12,(REP,RICK W. ALLEN,31,7,11,0,13
Richmond,104,U.S. Representative,12,(REP,RICK W. ALLEN,105,20,39,0,46
Richmond,105,U.S. Representative,12,(REP,RICK W. ALLEN,21,2,12,0,7
Richmond,106,U.S. Representative,12,(REP,RICK W. ALLEN,125,4,87,0,34
Richmond,107,U.S. Representative,12,(REP,RICK W. ALLEN,570,34,353,0,183
Richmond,108,U.S. Representative,12,(REP,RICK W. ALLEN,33,2,28,0,3
Richmond,109,U.S. Representative,12,(REP,RICK W. ALLEN,113,8,62,1,42
Richmond,111,U.S. Representative,12,(REP,RICK W. ALLEN,128,14,69,0,45
Richmond,112,U.S. Representative,12,(REP,RICK W. ALLEN,153,38,39,0,76
Richmond,114,U.S. Representative,12,(REP,RICK W. ALLEN,46,6,25,0,15
Richmond,115,U.S. Representative,12,(REP,RICK W. ALLEN,90,2,74,0,14
Richmond,201,U.S. Representative,12,(REP,RICK W. ALLEN,28,3,14,0,11
Richmond,202,U.S. Representative,12,(REP,RICK W. ALLEN,595,46,374,0,175
Richmond,203,U.S. Representative,12,(REP,RICK W. ALLEN,17,2,10,0,5
Richmond,204,U.S. Representative,12,(REP,RICK W. ALLEN,455,23,311,0,121
Richmond,207,U.S. Representative,12,(REP,RICK W. ALLEN,131,9,81,0,41
Richmond,208,U.S. Representative,12,(REP,RICK W. ALLEN,208,15,143,1,49
Richmond,210,U.S. Representative,12,(REP,RICK W. ALLEN,122,12,65,0,45
Richmond,301,U.S. Representative,12,(REP,RICK W. ALLEN,1169,56,670,0,443
Richmond,302,U.S. Representative,12,(REP,RICK W. ALLEN,133,10,67,0,56
Richmond,303,U.S. Representative,12,(REP,RICK W. ALLEN,765,43,404,0,318
Richmond,304,U.S. Representative,12,(REP,RICK W. ALLEN,147,5,108,0,34
Richmond,305,U.S. Representative,12,(REP,RICK W. ALLEN,296,12,140,1,143
Richmond,306,U.S. Representative,12,(REP,RICK W. ALLEN,757,60,401,2,294
Richmond,307,U.S. Representative,12,(REP,RICK W. ALLEN,693,34,402,1,256
Richmond,308,U.S. Representative,12,(REP,RICK W. ALLEN,124,11,65,0,48
Richmond,309,U.S. Representative,12,(REP,RICK W. ALLEN,224,17,133,1,73
Richmond,310,U.S. Representative,12,(REP,RICK W. ALLEN,543,31,333,0,179
Richmond,401,U.S. Representative,12,(REP,RICK W. ALLEN,94,10,43,0,41
Richmond,402,U.S. Representative,12,(REP,RICK W. ALLEN,149,13,98,0,38
Richmond,404,U.S. Representative,12,(REP,RICK W. ALLEN,120,9,58,0,53
Richmond,405,U.S. Representative,12,(REP,RICK W. ALLEN,216,11,96,1,108
Richmond,406,U.S. Representative,12,(REP,RICK W. ALLEN,165,11,79,0,75
Richmond,501,U.S. Representative,12,(REP,RICK W. ALLEN,228,20,126,0,82
Richmond,502,U.S. Representative,12,(REP,RICK W. ALLEN,190,22,94,0,74
Richmond,503,U.S. Representative,12,(REP,RICK W. ALLEN,335,24,158,0,153
Richmond,504,U.S. Representative,12,(REP,RICK W. ALLEN,290,16,189,0,85
Richmond,506,U.S. Representative,12,(REP,RICK W. ALLEN,57,2,30,0,25
Richmond,507,U.S. Representative,12,(REP,RICK W. ALLEN,121,4,67,0,50
Richmond,509,U.S. Representative,12,(REP,RICK W. ALLEN,155,10,75,0,70
Richmond,601,U.S. Representative,12,(REP,RICK W. ALLEN,432,24,252,3,153
Richmond,603,U.S. Representative,12,(REP,RICK W. ALLEN,950,48,638,1,263
Richmond,604,U.S. Representative,12,(REP,RICK W. ALLEN,291,10,216,0,65
Richmond,605,U.S. Representative,12,(REP,RICK W. ALLEN,652,38,424,0,190
Richmond,607,U.S. Representative,12,(REP,RICK W. ALLEN,68,4,37,0,27
Richmond,608,U.S. Representative,12,(REP,RICK W. ALLEN,529,24,364,0,141
Richmond,701,U.S. Representative,12,(REP,RICK W. ALLEN,1047,40,618,0,389
Richmond,702,U.S. Representative,12,(REP,RICK W. ALLEN,793,30,498,1,264
Richmond,703,U.S. Representative,12,(REP,RICK W. ALLEN,1087,52,630,0,405
