county,precinct,office,district,party,candidate,votes,absentee_by_mail,provisional,election_day,advance_in_person_2,advance_in_person
Gwinnett,DULUTH A,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,739,53,1,329,154,202
Gwinnett,DUNCANS A,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,825,33,3,374,49,366
Gwinnett,PUCKETTS A,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,957,50,1,329,19,558
Gwinnett,CATES A,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,400,47,2,177,162,12
Gwinnett,BERKSHIRE A,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,249,17,4,134,17,77
Gwinnett,BERKSHIRE B,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,522,40,4,163,14,301
Gwinnett,DUNCANS C,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,597,22,2,315,23,235
Gwinnett,GARNERS A,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,661,40,4,285,32,300
Gwinnett,LAWRENCEVILLE A,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,418,38,1,182,195,2
Gwinnett,LAWRENCEVILLE B,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,585,30,4,237,309,5
Gwinnett,MARTINS A,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,276,18,2,139,69,48
Gwinnett,MARTINS B,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,327,20,5,180,106,16
Gwinnett,MARTINS C,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,328,19,2,197,63,47
Gwinnett,PINCKNEYVILLE A,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,218,21,3,116,11,67
Gwinnett,PINCKNEYVILLE B,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,247,29,2,106,4,106
Gwinnett,PINCKNEYVILLE C,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,343,36,1,216,17,73
Gwinnett,PINCKNEYVILLE D,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,171,16,1,86,10,58
Gwinnett,SUGAR HILL A,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,551,28,5,271,55,192
Gwinnett,SUGAR HILL B,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,793,47,6,454,156,130
Gwinnett,HOG MOUNTAIN A,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,566,38,4,311,133,80
Gwinnett,HOG MOUNTAIN B,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,796,52,4,390,84,266
Gwinnett,ROCKYCREEK A,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,915,32,1,394,40,448
Gwinnett,CATES B,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,308,13,0,151,88,56
Gwinnett,CATES C,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,391,24,0,173,188,6
Gwinnett,HOG MOUNTAIN D,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,506,18,1,269,105,113
Gwinnett,BERKSHIRE D,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,440,33,1,221,25,160
Gwinnett,BERKSHIRE E,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,357,21,0,197,10,129
Gwinnett,BERKSHIRE F,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,238,23,0,157,14,44
Gwinnett,CATES D,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,455,25,1,259,128,42
Gwinnett,035 Cates D - 04,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,105,4,1,59,21,20
Gwinnett,CATES E,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,521,34,2,264,86,135
Gwinnett,PINCKNEYVILLE E,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,191,10,0,124,4,53
Gwinnett,PINCKNEYVILLE F,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,223,19,2,121,10,71
Gwinnett,DUNCANS D,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,1185,77,4,533,58,513
Gwinnett,PINCKNEYVILLE H,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,710,48,1,352,32,277
Gwinnett,BAYCREEK B,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,700,34,4,375,279,8
Gwinnett,LAWRENCEVILLE C,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,471,31,1,256,99,84
Gwinnett,MARTINS D,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,186,15,2,114,16,39
Gwinnett,ROCKBRIDGE B,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,429,20,3,206,179,21
Gwinnett,GARNERS B,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,481,40,2,175,88,176
Gwinnett,CATES F,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,315,17,0,186,100,12
Gwinnett,CATES G,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,567,39,1,286,203,38
Gwinnett,DULUTH B,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,503,46,2,236,49,170
Gwinnett,GARNERS C,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,293,12,3,136,8,134
Gwinnett,PINCKNEYVILLE I,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,227,19,0,120,13,75
Gwinnett,PINCKNEYVILLE J,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,190,18,5,83,6,78
Gwinnett,BERKSHIRE G,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,394,21,2,161,11,199
Gwinnett,CATES H,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,462,33,2,225,185,17
Gwinnett,SUGAR HILL C,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,836,54,10,485,156,131
Gwinnett,SUGAR HILL D,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,686,32,11,354,44,245
Gwinnett,DULUTH C,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,364,35,0,200,13,116
Gwinnett,DULUTH D,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,624,52,7,289,49,227
Gwinnett,PINCKNEYVILLE K,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,304,21,4,175,18,86
Gwinnett,PINCKNEYVILLE N,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,283,11,3,178,7,84
Gwinnett,LAWRENCEVILLE D,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,391,20,5,177,167,22
Gwinnett,LAWRENCEVILLE E,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,410,38,1,188,177,6
Gwinnett,PINCKNEYVILLE L,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,526,34,1,366,14,111
Gwinnett,PINCKNEYVILLE M,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,581,61,1,359,8,152
Gwinnett,GARNERS D,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,422,25,0,176,68,153
Gwinnett,BERKSHIRE H,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,193,10,3,106,6,68
Gwinnett,PINCKNEYVILLE O,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,262,15,7,114,4,122
Gwinnett,PUCKETTS E,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,704,46,3,275,43,337
Gwinnett,CATES I,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,540,37,0,312,137,54
Gwinnett,CATES J,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,530,30,3,286,45,166
Gwinnett,GOODWINS B,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,701,51,1,351,228,70
Gwinnett,LAWRENCEVILLE F,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,407,22,1,160,215,9
Gwinnett,MARTINS E,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,359,25,5,187,47,95
Gwinnett,PINCKNEYVILLE P,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,332,37,2,221,3,69
Gwinnett,PINCKNEYVILLE Q,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,121,3,3,78,7,30
Gwinnett,ROCKBRIDGE C,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,608,40,4,249,282,33
Gwinnett,ROCKBRIDGE D,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,442,29,5,165,236,7
Gwinnett,GOODWINS C,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,550,30,5,271,189,55
Gwinnett,BAYCREEK K,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,557,38,0,232,277,10
Gwinnett,CATES K,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,456,26,1,254,132,43
Gwinnett,BAYCREEK C,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,953,57,0,448,409,39
Gwinnett,CATES L,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,595,34,1,305,250,5
Gwinnett,DULUTH E,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,509,27,5,227,31,219
Gwinnett,GOODWINS D,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,662,48,3,371,215,25
Gwinnett,LAWRENCEVILLE G,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,300,15,1,147,129,8
Gwinnett,LAWRENCEVILLE H,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,687,51,3,347,226,60
Gwinnett,MARTINS F,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,226,19,0,132,18,57
Gwinnett,PINCKNEYVILLE S,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,384,31,2,217,20,114
Gwinnett,ROCKBRIDGE E,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,454,19,1,239,152,43
Gwinnett,SUGAR HILL E,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,529,42,3,257,170,57
Gwinnett,LAWRENCEVILLE I,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,356,22,1,175,126,32
Gwinnett,BAYCREEK D,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,710,37,2,317,344,10
Gwinnett,BERKSHIRE J,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,550,28,2,257,24,239
Gwinnett,CATES M,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,688,40,1,342,269,36
Gwinnett,CATES N,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,510,26,2,264,210,8
Gwinnett,DULUTH F,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,408,31,3,196,83,95
Gwinnett,DULUTH G,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,498,23,2,279,111,83
Gwinnett,GOODWINS E,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,718,48,3,386,240,41
Gwinnett,GOODWINS F,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,414,35,0,224,137,18
Gwinnett,PINCKNEYVILLE T,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,351,34,1,199,11,106
Gwinnett,SUWANEE B,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,672,33,2,191,442,4
Gwinnett,PINCKNEYVILLE U,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,275,17,0,193,6,59
Gwinnett,PUCKETTS B,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,578,29,3,260,28,258
Gwinnett,BERKSHIRE L,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,295,19,2,171,32,71
Gwinnett,ROCKBRIDGE F,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,682,48,5,200,420,9
Gwinnett,SUGAR HILL F,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,649,29,5,385,205,25
Gwinnett,SUWANEE C,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,780,57,8,325,366,24
Gwinnett,CATES O,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,234,15,1,138,38,42
Gwinnett,BAYCREEK E,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,398,23,0,208,160,7
Gwinnett,BERKSHIRE M,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,331,20,0,170,13,128
Gwinnett,MARTINS G,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,209,12,1,117,72,7
Gwinnett,DULUTH H,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,416,58,2,178,30,148
Gwinnett,BERKSHIRE N,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,648,43,0,199,15,391
Gwinnett,PINCKNEYVILLE V,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,192,16,2,95,3,76
Gwinnett,PINCKNEYVILLE W,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,543,34,2,313,14,180
Gwinnett,MARTINS H,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,537,48,1,281,166,41
Gwinnett,MARTINS I,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,284,25,2,165,40,52
Gwinnett,MARTINS J,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,301,15,1,174,46,65
Gwinnett,GARNERS F,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,279,9,1,127,4,138
Gwinnett,BERKSHIRE O,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,472,31,2,253,43,143
Gwinnett,BERKSHIRE P,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,157,13,1,92,9,42
Gwinnett,PINCKNEYVILLE X,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,594,62,0,338,21,173
Gwinnett,ROCKBRIDGE G,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,647,59,5,242,314,27
Gwinnett,PINCKNEYVILLE Y,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,235,9,2,128,11,85
Gwinnett,GOODWINS G,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,255,14,1,149,80,11
Gwinnett,PINCKNEYVILLE Z,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,427,24,0,288,12,103
Gwinnett,PINCKNEYVILLE A1,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,574,42,0,387,17,128
Gwinnett,LAWRENCEVILLE J,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,272,23,0,156,82,11
Gwinnett,GOODWINS H,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,423,27,4,246,135,11
Gwinnett,DUNCANS B,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,881,42,3,465,36,335
Gwinnett,SUWANEE D,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,805,44,1,385,347,28
Gwinnett,SUWANEE E,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,760,49,5,319,377,10
Gwinnett,LAWRENCEVILLE K,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,493,24,0,270,145,54
Gwinnett,HARBINS B,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,753,34,1,267,29,422
Gwinnett,BAYCREEK F,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,538,39,2,251,236,10
Gwinnett,PUCKETTS C,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,486,29,3,220,16,218
Gwinnett,HOG MOUNTAIN C,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,621,33,2,333,67,186
Gwinnett,ROCKYCREEK B,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,736,31,3,328,55,319
Gwinnett,DULUTH I,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,682,84,1,284,205,108
Gwinnett,MARTINS K,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,466,32,1,264,133,36
Gwinnett,SUWANEE H,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,716,60,5,283,355,13
Gwinnett,SUGAR HILL G,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,485,25,0,269,160,31
Gwinnett,SUWANEE F,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,545,20,2,274,230,19
Gwinnett,LAWRENCEVILLE L,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,640,39,1,323,264,13
Gwinnett,LAWRENCEVILLE M,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,605,39,2,272,230,62
Gwinnett,BAYCREEK G,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,657,44,1,338,263,11
Gwinnett,BAYCREEK H,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,968,42,0,495,401,30
Gwinnett,BAYCREEK I,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,744,56,2,313,363,10
Gwinnett,BERKSHIRE Q,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,294,14,4,153,11,112
Gwinnett,GOODWINS I,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,430,34,0,284,102,10
Gwinnett,DULUTH K,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,156,9,2,76,5,64
Gwinnett,HARBINS C,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,481,24,1,307,61,88
Gwinnett,ROCKYCREEK C,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,782,29,0,347,43,363
Gwinnett,LAWRENCEVILLE N,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,266,19,5,145,96,1
Gwinnett,PUCKETTS D,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,624,48,1,271,21,283
Gwinnett,SUWANEE G,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,568,30,4,318,204,12
Gwinnett,BAYCREEK J,Constitutional Amendment #5 <br>Authorizes fair allocation of sales tax proceeds to county and city school districts.,,,NO,537,32,1,256,236,12
Gwinnett,HARBINS A,Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations.,,,YES,2013,114,9,850,431,609
Gwinnett,ROCKBRIDGE A,Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations.,,,YES,1281,80,46,467,625,63
Gwinnett,DACULA,Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations.,,,YES,1552,68,3,660,141,680
Gwinnett,SUWANEE A,Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations.,,,YES,472,25,7,200,221,19
Gwinnett,BAYCREEK A,Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations.,,,YES,902,54,12,432,388,16
Gwinnett,GOODWINS A,Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations.,,,YES,1118,51,11,615,377,64
Gwinnett,DULUTH A,Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations.,,,YES,1637,107,5,783,275,467
Gwinnett,DUNCANS A,Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations.,,,YES,1468,55,7,670,91,645
Gwinnett,PUCKETTS A,Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations.,,,YES,1598,82,2,554,31,929
Gwinnett,CATES A,Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations.,,,YES,727,74,2,318,323,10
Gwinnett,BERKSHIRE A,Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations.,,,YES,703,50,4,401,38,210
Gwinnett,BERKSHIRE B,Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations.,,,YES,1531,98,12,538,53,830
Gwinnett,DUNCANS C,Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations.,,,YES,982,40,5,502,43,392
Gwinnett,GARNERS A,Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations.,,,YES,1137,65,3,503,57,509
Gwinnett,LAWRENCEVILLE A,Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations.,,,YES,876,74,3,409,383,7
Gwinnett,LAWRENCEVILLE B,Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations.,,,YES,1488,93,6,573,797,19
Gwinnett,MARTINS A,Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations.,,,YES,921,55,6,506,193,161
Gwinnett,MARTINS B,Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations.,,,YES,890,53,12,505,274,46
Gwinnett,MARTINS C,Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations.,,,YES,758,40,9,490,127,92
Gwinnett,PINCKNEYVILLE A,Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations.,,,YES,792,47,14,451,36,244
Gwinnett,PINCKNEYVILLE B,Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations.,,,YES,848,66,21,404,14,343
Gwinnett,PINCKNEYVILLE C,Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations.,,,YES,707,75,2,427,23,180
Gwinnett,PINCKNEYVILLE D,Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations.,,,YES,571,43,7,330,19,172
Gwinnett,SUGAR HILL A,Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations.,,,YES,1126,72,10,580,120,344
Gwinnett,SUGAR HILL B,Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations.,,,YES,1468,73,13,812,338,232
Gwinnett,HOG MOUNTAIN A,Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations.,,,YES,1381,88,11,701,347,234
Gwinnett,HOG MOUNTAIN B,Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations.,,,YES,1429,93,5,725,188,418
Gwinnett,ROCKYCREEK A,Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations.,,,YES,1763,59,2,830,95,777
Gwinnett,CATES B,Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations.,,,YES,508,26,0,284,107,91
Gwinnett,CATES C,Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations.,,,YES,928,44,5,447,421,11
Gwinnett,HOG MOUNTAIN D,Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations.,,,YES,890,56,7,478,184,165
Gwinnett,BERKSHIRE D,Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations.,,,YES,961,62,5,443,45,406
Gwinnett,BERKSHIRE E,Statewide Referendum A <br>Provides for a homestead exemption for residents of certain municipal corporations.,,,YES,685,53,0,313,19,300
