county,precinct,office,district,party,candidate,total_votes
Gwinnett,066 Pinckneyville O,U.S. House,4,Democrat,"Henry 'Hank' Johnson, Jr.",1178
Gwinnett,117 Martins J,U.S. House,4,Democrat,"Henry 'Hank' Johnson, Jr.",1176
Gwinnett,150 Duluth K,U.S. House,4,Democrat,"Henry 'Hank' Johnson, Jr.",941
Gwinnett,020 Pinckneyville A,U.S. House,4,Democrat,"Henry 'Hank' Johnson, Jr.",1085
Gwinnett,072 Martins E,U.S. House,4,Democrat,"Henry 'Hank' Johnson, Jr.",2032
Gwinnett,074 Pinckneyville Q,U.S. House,4,Democrat,"Henry 'Hank' Johnson, Jr.",811
Gwinnett,059 Pinckneyville N,U.S. House,4,Democrat,"Henry 'Hank' Johnson, Jr.",1673
Gwinnett,114 Pinckneyville W,U.S. House,4,Democrat,"Henry 'Hank' Johnson, Jr.",1564
Gwinnett,051 Pinckneyville J,U.S. House,4,Democrat,"Henry 'Hank' Johnson, Jr.",885
Gwinnett,022 Pinckneyville C,U.S. House,4,Democrat,"Henry 'Hank' Johnson, Jr.",896
Gwinnett,021 Pinckneyville B,U.S. House,4,Democrat,"Henry 'Hank' Johnson, Jr.",1225
Gwinnett,058 Pinckneyville K,U.S. House,4,Democrat,"Henry 'Hank' Johnson, Jr.",1335
Gwinnett,125 Pinckneyville Z,U.S. House,4,Democrat,"Henry 'Hank' Johnson, Jr.",675
Gwinnett,082 Duluth E,U.S. House,4,Democrat,"Henry 'Hank' Johnson, Jr.",2239
Gwinnett,062 Pinckneyville L,U.S. House,4,Democrat,"Henry 'Hank' Johnson, Jr.",828
Gwinnett,087 Pinckneyville S,U.S. House,4,Democrat,"Henry 'Hank' Johnson, Jr.",1318
Gwinnett,056 Duluth C,U.S. House,4,Democrat,"Henry 'Hank' Johnson, Jr.",810
Gwinnett,023 Pinckneyville D,U.S. House,4,Democrat,"Henry 'Hank' Johnson, Jr.",780
Gwinnett,111 Duluth H,U.S. House,4,Democrat,"Henry 'Hank' Johnson, Jr.",1136
Gwinnett,037 Pinckneyville E,U.S. House,4,Democrat,"Henry 'Hank' Johnson, Jr.",828
Gwinnett,065 Berkshire H,U.S. House,4,Democrat,"Henry 'Hank' Johnson, Jr.",416
Gwinnett,099 Pinckneyville T,U.S. House,4,Democrat,"Henry 'Hank' Johnson, Jr.",1289
Gwinnett,073 Pinckneyville P,U.S. House,4,Democrat,"Henry 'Hank' Johnson, Jr.",902
Gwinnett,063 Pinckneyville M,U.S. House,4,Democrat,"Henry 'Hank' Johnson, Jr.",872
Gwinnett,095 Duluth F,U.S. House,4,Democrat,"Henry 'Hank' Johnson, Jr.",2673
Gwinnett,040 Pinckneyville H,U.S. House,4,Democrat,"Henry 'Hank' Johnson, Jr.",1990
Gwinnett,101 Pinckneyville U,U.S. House,4,Democrat,"Henry 'Hank' Johnson, Jr.",835
Gwinnett,048 Duluth B,U.S. House,4,Democrat,"Henry 'Hank' Johnson, Jr.",1198
Gwinnett,086 Martins F,U.S. House,4,Democrat,"Henry 'Hank' Johnson, Jr.",984
Gwinnett,138 Duluth I,U.S. House,4,Democrat,"Henry 'Hank' Johnson, Jr.",1557
Gwinnett,050 Pinckneyville I,U.S. House,4,Democrat,"Henry 'Hank' Johnson, Jr.",899
Gwinnett,038 Pinckneyville F,U.S. House,4,Democrat,"Henry 'Hank' Johnson, Jr.",1033
Gwinnett,065 Berkshire H,U.S. House,4,Republican,Eugene Yu,283
Gwinnett,040 Pinckneyville H,U.S. House,4,Republican,Eugene Yu,1615
Gwinnett,082 Duluth E,U.S. House,4,Republican,Eugene Yu,1159
Gwinnett,125 Pinckneyville Z,U.S. House,4,Republican,Eugene Yu,936
Gwinnett,058 Pinckneyville K,U.S. House,4,Republican,Eugene Yu,577
Gwinnett,121 Pinckneyville X,U.S. House,4,Republican,Eugene Yu,1303
Gwinnett,111 Duluth H,U.S. House,4,Republican,Eugene Yu,1064
Gwinnett,072 Martins E,U.S. House,4,Republican,Eugene Yu,654
Gwinnett,056 Duluth C,U.S. House,4,Republican,Eugene Yu,693
Gwinnett,051 Pinckneyville J,U.S. House,4,Republican,Eugene Yu,302
Gwinnett,050 Pinckneyville I,U.S. House,4,Republican,Eugene Yu,430
Gwinnett,095 Duluth F,U.S. House,4,Republican,Eugene Yu,1078
Gwinnett,138 Duluth I,U.S. House,4,Republican,Eugene Yu,1909
Gwinnett,066 Pinckneyville O,U.S. House,4,Republican,Eugene Yu,507
Gwinnett,114 Pinckneyville W,U.S. House,4,Republican,Eugene Yu,1310
Gwinnett,086 Martins F,U.S. House,4,Republican,Eugene Yu,482
Gwinnett,021 Pinckneyville B,U.S. House,4,Republican,Eugene Yu,593
Gwinnett,087 Pinckneyville S,U.S. House,4,Republican,Eugene Yu,935
Gwinnett,073 Pinckneyville P,U.S. House,4,Republican,Eugene Yu,611
Gwinnett,022 Pinckneyville C,U.S. House,4,Republican,Eugene Yu,786
Gwinnett,007 Duluth A,U.S. House,4,Republican,Eugene Yu,1681
Gwinnett,020 Pinckneyville A,U.S. House,4,Republican,Eugene Yu,413
Gwinnett,063 Pinckneyville M,U.S. House,4,Republican,Eugene Yu,1482
Gwinnett,150 Duluth K,U.S. House,4,Republican,Eugene Yu,389
Gwinnett,048 Duluth B,U.S. House,4,Republican,Eugene Yu,1157
Gwinnett,117 Martins J,U.S. House,4,Republican,Eugene Yu,461
Gwinnett,037 Pinckneyville E,U.S. House,4,Republican,Eugene Yu,292
Gwinnett,057 Duluth D,U.S. House,4,Republican,Eugene Yu,1349
Gwinnett,113 Pinckneyville V,U.S. House,4,Republican,Eugene Yu,470
Gwinnett,043 Martins D,U.S. House,4,Republican,Eugene Yu,430
Gwinnett,062 Pinckneyville L,U.S. House,4,Republican,Eugene Yu,1160
Gwinnett,096 Duluth G,U.S. House,4,Republican,Eugene Yu,1146
Gwinnett,101 Pinckneyville U,U.S. House,4,Republican,Eugene Yu,531
Gwinnett,099 Pinckneyville T,U.S. House,4,Republican,Eugene Yu,971
Gwinnett,023 Pinckneyville D,U.S. House,4,Republican,Eugene Yu,356
Gwinnett,038 Pinckneyville F,U.S. House,4,Republican,Eugene Yu,567
Gwinnett,123 Pinckneyville Y,U.S. House,4,Republican,Eugene Yu,515
Gwinnett,126 Pinckneyville A1,U.S. House,4,Republican,Eugene Yu,1304
Gwinnett,059 Pinckneyville N,U.S. House,4,Republican,Eugene Yu,534
Gwinnett,074 Pinckneyville Q,U.S. House,4,Republican,Eugene Yu,240
Gwinnett,067 Pucketts E,U.S. House,9,Democrat,Tambrei Cash,2231
Gwinnett,013 Duncans C,U.S. House,9,Democrat,Tambrei Cash,851
Gwinnett,141 Sugar Hill G,U.S. House,9,Democrat,Tambrei Cash,862
Gwinnett,128 Goodwins H,U.S. House,9,Democrat,Tambrei Cash,1128
Gwinnett,140 Suwanee H,U.S. House,9,Democrat,Tambrei Cash,1102
Gwinnett,131 Suwanee E,U.S. House,9,Democrat,Tambrei Cash,1462
Gwinnett,137 Rockycreek B,U.S. House,9,Democrat,Tambrei Cash,1723
Gwinnett,028 Rockycreek A,U.S. House,9,Democrat,Tambrei Cash,2274
Gwinnett,136 Hog Mountain C,U.S. House,9,Democrat,Tambrei Cash,1695
Gwinnett,132 Lawrenceville K,U.S. House,9,Democrat,Tambrei Cash,1222
Gwinnett,055 Sugar Hill D,U.S. House,9,Democrat,Tambrei Cash,1386
Gwinnett,147 Baycreek I,U.S. House,9,Democrat,Tambrei Cash,1559
Gwinnett,027 Hog Mountain B,U.S. House,9,Democrat,Tambrei Cash,1667
Gwinnett,154 Pucketts D,U.S. House,9,Democrat,Tambrei Cash,1102
Gwinnett,152 Rockycreek C,U.S. House,9,Democrat,Tambrei Cash,1898
Gwinnett,008 Duncans A,U.S. House,9,Democrat,Tambrei Cash,1543
Gwinnett,042 Lawrenceville C,U.S. House,9,Democrat,Tambrei Cash,1019
Gwinnett,149 Goodwins I,U.S. House,9,Democrat,Tambrei Cash,957
Gwinnett,009 Pucketts A,U.S. House,9,Democrat,Tambrei Cash,1742
Gwinnett,144 Lawrenceville M,U.S. House,9,Democrat,Tambrei Cash,3344
Gwinnett,135 Pucketts C,U.S. House,9,Democrat,Tambrei Cash,976
Gwinnett,098 Goodwins F,U.S. House,9,Democrat,Tambrei Cash,1143
Gwinnett,100 Suwanee B,U.S. House,9,Democrat,Tambrei Cash,1615
Gwinnett,097 Goodwins E,U.S. House,9,Democrat,Tambrei Cash,1960
Gwinnett,090 Lawrenceville I,U.S. House,9,Democrat,Tambrei Cash,1351
Gwinnett,006 Goodwins A,U.S. House,9,Democrat,Tambrei Cash,1479
Gwinnett,031 Hog Mountain D,U.S. House,9,Democrat,Tambrei Cash,1030
Gwinnett,089 Sugar Hill E,U.S. House,9,Democrat,Tambrei Cash,1443
Gwinnett,085 Lawrenceville H,U.S. House,9,Democrat,Tambrei Cash,1529
Gwinnett,083 Goodwins D,U.S. House,9,Democrat,Tambrei Cash,1504
Gwinnett,077 Goodwins C,U.S. House,9,Democrat,Tambrei Cash,2323
Gwinnett,102 Pucketts B,U.S. House,9,Democrat,Tambrei Cash,834
Gwinnett,070 Goodwins B,U.S. House,9,Democrat,Tambrei Cash,1344
Gwinnett,105 Sugar Hill F,U.S. House,9,Democrat,Tambrei Cash,1290
Gwinnett,004 Suwanee A,U.S. House,9,Democrat,Tambrei Cash,875
Gwinnett,106 Suwanee C,U.S. House,9,Democrat,Tambrei Cash,2117
Gwinnett,124 Goodwins G,U.S. House,9,Democrat,Tambrei Cash,1047
Gwinnett,130 Suwanee D,U.S. House,9,Democrat,Tambrei Cash,1503
Gwinnett,071 Lawrenceville F,U.S. House,9,Democrat,Tambrei Cash,1963
Gwinnett,129 Duncans B,U.S. House,9,Democrat,Tambrei Cash,2003
Gwinnett,155 Suwanee G,U.S. House,9,Democrat,Tambrei Cash,1636
Gwinnett,142 Suwanee F,U.S. House,9,Democrat,Tambrei Cash,1408
Gwinnett,039 Duncans D,U.S. House,9,Democrat,Tambrei Cash,2199
Gwinnett,026 Hog Mountain A,U.S. House,9,Democrat,Tambrei Cash,1922
Gwinnett,025 Sugar Hill B,U.S. House,9,Democrat,Tambrei Cash,2071
Gwinnett,024 Sugar Hill A,U.S. House,9,Democrat,Tambrei Cash,1332
Gwinnett,001 Harbins A,U.S. House,9,Democrat,Tambrei Cash,778
Gwinnett,060 Lawrenceville D,U.S. House,9,Democrat,Tambrei Cash,1608
Gwinnett,003 Dacula,U.S. House,9,Democrat,Tambrei Cash,377
Gwinnett,054 Sugar Hill C,U.S. House,9,Democrat,Tambrei Cash,1535
Gwinnett,106 Suwanee C,U.S. House,9,Republican,Andrew Clyde,2071
Gwinnett,155 Suwanee G,U.S. House,9,Republican,Andrew Clyde,1379
Gwinnett,031 Hog Mountain D,U.S. House,9,Republican,Andrew Clyde,1242
Gwinnett,042 Lawrenceville C,U.S. House,9,Republican,Andrew Clyde,1140
Gwinnett,054 Sugar Hill C,U.S. House,9,Republican,Andrew Clyde,2504
Gwinnett,027 Hog Mountain B,U.S. House,9,Republican,Andrew Clyde,1860
Gwinnett,025 Sugar Hill B,U.S. House,9,Republican,Andrew Clyde,2511
Gwinnett,024 Sugar Hill A,U.S. House,9,Republican,Andrew Clyde,1710
Gwinnett,060 Lawrenceville D,U.S. House,9,Republican,Andrew Clyde,673
Gwinnett,026 Hog Mountain A,U.S. House,9,Republican,Andrew Clyde,1362
Gwinnett,149 Goodwins I,U.S. House,9,Republican,Andrew Clyde,844
Gwinnett,083 Goodwins D,U.S. House,9,Republican,Andrew Clyde,1375
Gwinnett,039 Duncans D,U.S. House,9,Republican,Andrew Clyde,3735
Gwinnett,001 Harbins A,U.S. House,9,Republican,Andrew Clyde,255
Gwinnett,132 Lawrenceville K,U.S. House,9,Republican,Andrew Clyde,1131
Gwinnett,097 Goodwins E,U.S. House,9,Republican,Andrew Clyde,1737
Gwinnett,098 Goodwins F,U.S. House,9,Republican,Andrew Clyde,920
Gwinnett,100 Suwanee B,U.S. House,9,Republican,Andrew Clyde,1768
Gwinnett,102 Pucketts B,U.S. House,9,Republican,Andrew Clyde,1538
Gwinnett,141 Sugar Hill G,U.S. House,9,Republican,Andrew Clyde,1365
Gwinnett,105 Sugar Hill F,U.S. House,9,Republican,Andrew Clyde,1703
Gwinnett,003 Dacula,U.S. House,9,Republican,Andrew Clyde,250
Gwinnett,004 Suwanee A,U.S. House,9,Republican,Andrew Clyde,786
Gwinnett,140 Suwanee H,U.S. House,9,Republican,Andrew Clyde,2006
Gwinnett,028 Rockycreek A,U.S. House,9,Republican,Andrew Clyde,2495
Gwinnett,124 Goodwins G,U.S. House,9,Republican,Andrew Clyde,578
Gwinnett,128 Goodwins H,U.S. House,9,Republican,Andrew Clyde,1029
Gwinnett,129 Duncans B,U.S. House,9,Republican,Andrew Clyde,3013
Gwinnett,130 Suwanee D,U.S. House,9,Republican,Andrew Clyde,2211
Gwinnett,137 Rockycreek B,U.S. House,9,Republican,Andrew Clyde,1841
Gwinnett,136 Hog Mountain C,U.S. House,9,Republican,Andrew Clyde,1795
Gwinnett,067 Pucketts E,U.S. House,9,Republican,Andrew Clyde,1961
Gwinnett,055 Sugar Hill D,U.S. House,9,Republican,Andrew Clyde,2109
Gwinnett,135 Pucketts C,U.S. House,9,Republican,Andrew Clyde,1597
Gwinnett,006 Goodwins A,U.S. House,9,Republican,Andrew Clyde,1195
Gwinnett,089 Sugar Hill E,U.S. House,9,Republican,Andrew Clyde,1591
Gwinnett,008 Duncans A,U.S. House,9,Republican,Andrew Clyde,2377
Gwinnett,009 Pucketts A,U.S. House,9,Republican,Andrew Clyde,2985
Gwinnett,085 Lawrenceville H,U.S. House,9,Republican,Andrew Clyde,1489
Gwinnett,152 Rockycreek C,U.S. House,9,Republican,Andrew Clyde,2004
Gwinnett,077 Goodwins C,U.S. House,9,Republican,Andrew Clyde,1462
Gwinnett,131 Suwanee E,U.S. House,9,Republican,Andrew Clyde,1869
Gwinnett,070 Goodwins B,U.S. House,9,Republican,Andrew Clyde,1491
Gwinnett,147 Baycreek I,U.S. House,9,Republican,Andrew Clyde,772
Gwinnett,144 Lawrenceville M,U.S. House,9,Republican,Andrew Clyde,1326
Gwinnett,142 Suwanee F,U.S. House,9,Republican,Andrew Clyde,1426
Gwinnett,090 Lawrenceville I,U.S. House,9,Republican,Andrew Clyde,827
Gwinnett,013 Duncans C,U.S. House,9,Republican,Andrew Clyde,1590
Gwinnett,154 Pucketts D,U.S. House,9,Republican,Andrew Clyde,1480
Gwinnett,071 Lawrenceville F,U.S. House,9,Republican,Andrew Clyde,756
Gwinnett,001 Harbins A,U.S. House,10,Democrat,"Alexandra ""Lexy"" Doherty",2730
Gwinnett,003 Dacula,U.S. House,10,Democrat,"Alexandra ""Lexy"" Doherty",1753
Gwinnett,133 Harbins B,U.S. House,10,Democrat,"Alexandra ""Lexy"" Doherty",1661
Gwinnett,151 Harbins C,U.S. House,10,Democrat,"Alexandra ""Lexy"" Doherty",1261
Gwinnett,001 Harbins A,U.S. House,10,Republican,Mike Collins,2301
Gwinnett,003 Dacula,U.S. House,10,Republican,Mike Collins,1374
Gwinnett,151 Harbins C,U.S. House,10,Republican,Mike Collins,1218
Gwinnett,133 Harbins B,U.S. House,10,Republican,Mike Collins,1962
Gwinnett,068 Cates I,U.S. House,13,Democrat,David Scott,1515
Gwinnett,080 Baycreek C,U.S. House,13,Democrat,David Scott,3218
Gwinnett,036 Cates E,U.S. House,13,Democrat,David Scott,1325
Gwinnett,014 Garners A,U.S. House,13,Democrat,David Scott,1367
Gwinnett,015 Lawrenceville A,U.S. House,13,Democrat,David Scott,1604
Gwinnett,011 Berkshire A,U.S. House,13,Democrat,David Scott,1091
Gwinnett,093 Cates M,U.S. House,13,Democrat,David Scott,1554
Gwinnett,018 Martins B,U.S. House,13,Democrat,David Scott,1191
Gwinnett,019 Martins C,U.S. House,13,Democrat,David Scott,1144
Gwinnett,029 Cates B,U.S. House,13,Democrat,David Scott,566
Gwinnett,046 Cates F,U.S. House,13,Democrat,David Scott,600
Gwinnett,010 Cates A,U.S. House,13,Democrat,David Scott,1033
Gwinnett,032 Berkshire D,U.S. House,13,Democrat,David Scott,1182
Gwinnett,012 Berkshire B,U.S. House,13,Democrat,David Scott,2179
Gwinnett,005 Baycreek A,U.S. House,13,Democrat,David Scott,1187
Gwinnett,035 Cates D,U.S. House,13,Democrat,David Scott,1766
Gwinnett,103 Berkshire L,U.S. House,13,Democrat,David Scott,1218
Gwinnett,134 Baycreek F,U.S. House,13,Democrat,David Scott,2538
Gwinnett,084 Lawrenceville G,U.S. House,13,Democrat,David Scott,1321
Gwinnett,034 Berkshire F,U.S. House,13,Democrat,David Scott,805
Gwinnett,122 Rockbridge G,U.S. House,13,Democrat,David Scott,3131
Gwinnett,127 Lawrenceville J,U.S. House,13,Democrat,David Scott,942
Gwinnett,079 Cates K,U.S. House,13,Democrat,David Scott,1164
Gwinnett,061 Lawrenceville E,U.S. House,13,Democrat,David Scott,842
Gwinnett,060 Lawrenceville D,U.S. House,13,Democrat,David Scott,253
Gwinnett,139 Martins K,U.S. House,13,Democrat,David Scott,2409
Gwinnett,016 Lawrenceville B,U.S. House,13,Democrat,David Scott,2363
Gwinnett,049 Garners C,U.S. House,13,Democrat,David Scott,886
Gwinnett,081 Cates L,U.S. House,13,Democrat,David Scott,1864
Gwinnett,108 Baycreek E,U.S. House,13,Democrat,David Scott,1944
Gwinnett,091 Baycreek D,U.S. House,13,Democrat,David Scott,2302
Gwinnett,092 Berkshire J,U.S. House,13,Democrat,David Scott,1067
Gwinnett,045 Garners B,U.S. House,13,Democrat,David Scott,1491
Gwinnett,052 Berkshire G,U.S. House,13,Democrat,David Scott,987
Gwinnett,044 Rockbridge B,U.S. House,13,Democrat,David Scott,2030
Gwinnett,030 Cates C,U.S. House,13,Democrat,David Scott,1304
Gwinnett,094 Cates N,U.S. House,13,Democrat,David Scott,914
Gwinnett,104 Rockbridge F,U.S. House,13,Democrat,David Scott,3208
Gwinnett,115 Martins H,U.S. House,13,Democrat,David Scott,1830
Gwinnett,033 Berkshire E,U.S. House,13,Democrat,David Scott,848
Gwinnett,107 Cates O,U.S. House,13,Democrat,David Scott,556
Gwinnett,041 Baycreek B,U.S. House,13,Democrat,David Scott,2979
Gwinnett,109 Berkshire M,U.S. House,13,Democrat,David Scott,808
Gwinnett,110 Martins G,U.S. House,13,Democrat,David Scott,909
Gwinnett,112 Berkshire N,U.S. House,13,Democrat,David Scott,1269
Gwinnett,064 Garners D,U.S. House,13,Democrat,David Scott,1735
Gwinnett,065 Berkshire H,U.S. House,13,Democrat,David Scott,280
Gwinnett,120 Berkshire P,U.S. House,13,Democrat,David Scott,538
Gwinnett,118 Garners F,U.S. House,13,Democrat,David Scott,741
Gwinnett,116 Martins I,U.S. House,13,Democrat,David Scott,1445
Gwinnett,017 Martins A,U.S. House,13,Democrat,David Scott,1249
Gwinnett,088 Rockbridge E,U.S. House,13,Democrat,David Scott,2059
Gwinnett,076 Rockbridge D,U.S. House,13,Democrat,David Scott,2027
Gwinnett,143 Lawrenceville L,U.S. House,13,Democrat,David Scott,2082
Gwinnett,119 Berkshire O,U.S. House,13,Democrat,David Scott,960
Gwinnett,145 Baycreek G,U.S. House,13,Democrat,David Scott,4226
Gwinnett,047 Cates G,U.S. House,13,Democrat,David Scott,1268
Gwinnett,117 Martins J,U.S. House,13,Democrat,David Scott,488
Gwinnett,146 Baycreek H,U.S. House,13,Democrat,David Scott,3816
Gwinnett,053 Cates H,U.S. House,13,Democrat,David Scott,1734
Gwinnett,147 Baycreek I,U.S. House,13,Democrat,David Scott,950
Gwinnett,075 Rockbridge C,U.S. House,13,Democrat,David Scott,2955
Gwinnett,153 Lawrenceville N,U.S. House,13,Democrat,David Scott,923
Gwinnett,156 Baycreek J,U.S. House,13,Democrat,David Scott,2455
Gwinnett,148 Berkshire Q,U.S. House,13,Democrat,David Scott,651
Gwinnett,069 Cates J,U.S. House,13,Democrat,David Scott,1470
Gwinnett,078 Baycreek K,U.S. House,13,Democrat,David Scott,1992
Gwinnett,002 Rockbridge A,U.S. House,13,Democrat,David Scott,2091
Gwinnett,103 Berkshire L,U.S. House,13,Republican,Jonathan Chavez,655
Gwinnett,147 Baycreek I,U.S. House,13,Republican,Jonathan Chavez,700
Gwinnett,153 Lawrenceville N,U.S. House,13,Republican,Jonathan Chavez,642
Gwinnett,120 Berkshire P,U.S. House,13,Republican,Jonathan Chavez,355
Gwinnett,117 Martins J,U.S. House,13,Republican,Jonathan Chavez,236
Gwinnett,118 Garners F,U.S. House,13,Republican,Jonathan Chavez,532
Gwinnett,064 Garners D,U.S. House,13,Republican,Jonathan Chavez,540
Gwinnett,061 Lawrenceville E,U.S. House,13,Republican,Jonathan Chavez,749
Gwinnett,060 Lawrenceville D,U.S. House,13,Republican,Jonathan Chavez,74
Gwinnett,109 Berkshire M,U.S. House,13,Republican,Jonathan Chavez,701
Gwinnett,049 Garners C,U.S. House,13,Republican,Jonathan Chavez,542
Gwinnett,052 Berkshire G,U.S. House,13,Republican,Jonathan Chavez,820
Gwinnett,080 Baycreek C,U.S. House,13,Republican,Jonathan Chavez,1662
Gwinnett,065 Berkshire H,U.S. House,13,Republican,Jonathan Chavez,210
Gwinnett,092 Berkshire J,U.S. House,13,Republican,Jonathan Chavez,992
Gwinnett,053 Cates H,U.S. House,13,Republican,Jonathan Chavez,694
Gwinnett,093 Cates M,U.S. House,13,Republican,Jonathan Chavez,1420
Gwinnett,044 Rockbridge B,U.S. House,13,Republican,Jonathan Chavez,726
Gwinnett,119 Berkshire O,U.S. House,13,Republican,Jonathan Chavez,928
Gwinnett,034 Berkshire F,U.S. House,13,Republican,Jonathan Chavez,628
Gwinnett,032 Berkshire D,U.S. House,13,Republican,Jonathan Chavez,924
Gwinnett,033 Berkshire E,U.S. House,13,Republican,Jonathan Chavez,750
Gwinnett,069 Cates J,U.S. House,13,Republican,Jonathan Chavez,915
Gwinnett,035 Cates D,U.S. House,13,Republican,Jonathan Chavez,1167
Gwinnett,036 Cates E,U.S. House,13,Republican,Jonathan Chavez,1065
Gwinnett,041 Baycreek B,U.S. House,13,Republican,Jonathan Chavez,1197
Gwinnett,012 Berkshire B,U.S. House,13,Republican,Jonathan Chavez,1188
Gwinnett,045 Garners B,U.S. House,13,Republican,Jonathan Chavez,694
Gwinnett,127 Lawrenceville J,U.S. House,13,Republican,Jonathan Chavez,480
Gwinnett,030 Cates C,U.S. House,13,Republican,Jonathan Chavez,634
Gwinnett,146 Baycreek H,U.S. House,13,Republican,Jonathan Chavez,2170
Gwinnett,046 Cates F,U.S. House,13,Republican,Jonathan Chavez,710
Gwinnett,068 Cates I,U.S. House,13,Republican,Jonathan Chavez,1081
Gwinnett,011 Berkshire A,U.S. House,13,Republican,Jonathan Chavez,628
Gwinnett,010 Cates A,U.S. House,13,Republican,Jonathan Chavez,887
Gwinnett,091 Baycreek D,U.S. House,13,Republican,Jonathan Chavez,1407
Gwinnett,076 Rockbridge D,U.S. House,13,Republican,Jonathan Chavez,655
Gwinnett,116 Martins I,U.S. House,13,Republican,Jonathan Chavez,930
Gwinnett,078 Baycreek K,U.S. House,13,Republican,Jonathan Chavez,1136
Gwinnett,047 Cates G,U.S. House,13,Republican,Jonathan Chavez,1135
Gwinnett,110 Martins G,U.S. House,13,Republican,Jonathan Chavez,488
Gwinnett,094 Cates N,U.S. House,13,Republican,Jonathan Chavez,965
Gwinnett,018 Martins B,U.S. House,13,Republican,Jonathan Chavez,675
Gwinnett,122 Rockbridge G,U.S. House,13,Republican,Jonathan Chavez,789
Gwinnett,139 Martins K,U.S. House,13,Republican,Jonathan Chavez,1143
Gwinnett,029 Cates B,U.S. House,13,Republican,Jonathan Chavez,597
Gwinnett,112 Berkshire N,U.S. House,13,Republican,Jonathan Chavez,1083
Gwinnett,108 Baycreek E,U.S. House,13,Republican,Jonathan Chavez,861
Gwinnett,107 Cates O,U.S. House,13,Republican,Jonathan Chavez,544
Gwinnett,104 Rockbridge F,U.S. House,13,Republican,Jonathan Chavez,754
Gwinnett,148 Berkshire Q,U.S. House,13,Republican,Jonathan Chavez,572
Gwinnett,081 Cates L,U.S. House,13,Republican,Jonathan Chavez,1058
Gwinnett,005 Baycreek A,U.S. House,13,Republican,Jonathan Chavez,938
Gwinnett,002 Rockbridge A,U.S. House,13,Republican,Jonathan Chavez,552
Gwinnett,075 Rockbridge C,U.S. House,13,Republican,Jonathan Chavez,725
Gwinnett,084 Lawrenceville G,U.S. House,13,Republican,Jonathan Chavez,662
Gwinnett,088 Rockbridge E,U.S. House,13,Republican,Jonathan Chavez,654
Gwinnett,014 Garners A,U.S. House,13,Republican,Jonathan Chavez,1255
Gwinnett,015 Lawrenceville A,U.S. House,13,Republican,Jonathan Chavez,1057
Gwinnett,079 Cates K,U.S. House,13,Republican,Jonathan Chavez,887
Gwinnett,019 Martins C,U.S. House,13,Republican,Jonathan Chavez,745
Gwinnett,016 Lawrenceville B,U.S. House,13,Republican,Jonathan Chavez,1171
Gwinnett,017 Martins A,U.S. House,13,Republican,Jonathan Chavez,627
Gwinnett,134 Baycreek F,U.S. House,13,Republican,Jonathan Chavez,1070
Gwinnett,145 Baycreek G,U.S. House,13,Republican,Jonathan Chavez,1513
Gwinnett,143 Lawrenceville L,U.S. House,13,Republican,Jonathan Chavez,1291
Gwinnett,115 Martins H,U.S. House,13,Republican,Jonathan Chavez,1265
Gwinnett,156 Baycreek J,U.S. House,13,Republican,Jonathan Chavez,856
Habersham,Demorest,District Attorney,Mountain Judicial Circuit,Republican,George R. Christian,684
Habersham,Habersham South,District Attorney,Mountain Judicial Circuit,Republican,George R. Christian,5478
Habersham,Mount Airy,District Attorney,Mountain Judicial Circuit,Republican,George R. Christian,537
Habersham,Mud Creek,District Attorney,Mountain Judicial Circuit,Republican,George R. Christian,3210
Habersham,Amys Creek,District Attorney,Mountain Judicial Circuit,Republican,George R. Christian,1263
Habersham,Habersham North,District Attorney,Mountain Judicial Circuit,Republican,George R. Christian,9277
Habersham,Amys Creek,President,,Democrat,Kamala D. Harris,288
Habersham,Mud Creek,President,,Democrat,Kamala D. Harris,505
Habersham,Habersham North,President,,Democrat,Kamala D. Harris,1617
Habersham,Habersham South,President,,Democrat,Kamala D. Harris,1294
Habersham,Demorest,President,,Democrat,Kamala D. Harris,203
Habersham,Mount Airy,President,,Democrat,Kamala D. Harris,129
Habersham,Amys Creek,President,,Green,Jill Stein,1
Habersham,Mount Airy,President,,Green,Jill Stein,0
Habersham,Habersham North,President,,Green,Jill Stein,18
Habersham,Habersham South,President,,Green,Jill Stein,8
Habersham,Demorest,President,,Green,Jill Stein,1
Habersham,Mud Creek,President,,Green,Jill Stein,11
Habersham,Habersham North,President,,Libertarian,Chase Oliver,33
Habersham,Mud Creek,President,,Libertarian,Chase Oliver,7
Habersham,Demorest,President,,Libertarian,Chase Oliver,3
Habersham,Habersham South,President,,Libertarian,Chase Oliver,17
Habersham,Amys Creek,President,,Libertarian,Chase Oliver,1
Habersham,Mount Airy,President,,Libertarian,Chase Oliver,2
Habersham,Mount Airy,President,,Republican,Donald J. Trump,487
Habersham,Habersham North,President,,Republican,Donald J. Trump,8841
Habersham,Habersham South,President,,Republican,Donald J. Trump,4989
Habersham,Amys Creek,President,,Republican,Donald J. Trump,1162
Habersham,Demorest,President,,Republican,Donald J. Trump,600
Habersham,Mud Creek,President,,Republican,Donald J. Trump,3063
Habersham,Demorest,State House,10,Democrat,Paulette Williams,178
Habersham,Habersham North,State House,10,Democrat,Paulette Williams,1420
Habersham,Mud Creek,State House,10,Democrat,Paulette Williams,469
Habersham,Habersham South,State House,10,Democrat,Paulette Williams,991
