office,candidate,party,county,votes,district
Appeals Court Judge,Totals,Total,Ware,5410,Ruffin
Appeals Court Judge,Doyle,NP,Warren,450,Ruffin
Appeals Court Judge,Sheffield,NP,Warren,519,Ruffin
Appeals Court Judge,Totals,Total,Warren,969,Ruffin
Appeals Court Judge,Doyle,NP,Washington,1579,Ruffin
Appeals Court Judge,Sheffield,NP,Washington,1848,Ruffin
Appeals Court Judge,Totals,Total,Washington,3427,Ruffin
Appeals Court Judge,Doyle,NP,Wayne,2172,Ruffin
Appeals Court Judge,Sheffield,NP,Wayne,2507,Ruffin
Appeals Court Judge,Totals,Total,Wayne,4679,Ruffin
Appeals Court Judge,Doyle,NP,Webster,188,Ruffin
Appeals Court Judge,Sheffield,NP,Webster,231,Ruffin
Appeals Court Judge,Totals,Total,Webster,419,Ruffin
Appeals Court Judge,Doyle,NP,Wheeler,539,Ruffin
Appeals Court Judge,Sheffield,NP,Wheeler,559,Ruffin
Appeals Court Judge,Totals,Total,Wheeler,1098,Ruffin
Appeals Court Judge,Doyle,NP,White,2656,Ruffin
Appeals Court Judge,Sheffield,NP,White,2782,Ruffin
Appeals Court Judge,Totals,Total,White,5438,Ruffin
Appeals Court Judge,Doyle,NP,Whitfield,5899,Ruffin
Appeals Court Judge,Sheffield,NP,Whitfield,4829,Ruffin
Appeals Court Judge,Totals,Total,Whitfield,10728,Ruffin
Appeals Court Judge,Doyle,NP,Wilcox,720,Ruffin
Appeals Court Judge,Sheffield,NP,Wilcox,698,Ruffin
Appeals Court Judge,Totals,Total,Wilcox,1418,Ruffin
Appeals Court Judge,Doyle,NP,Wilkes,844,Ruffin
Appeals Court Judge,Sheffield,NP,Wilkes,1532,Ruffin
Appeals Court Judge,Totals,Total,Wilkes,2376,Ruffin
Appeals Court Judge,Doyle,NP,Wilkinson,811,Ruffin
Appeals Court Judge,Sheffield,NP,Wilkinson,1078,Ruffin
Appeals Court Judge,Totals,Total,Wilkinson,1889,Ruffin
Appeals Court Judge,Doyle,NP,Worth,1798,Ruffin
Appeals Court Judge,Sheffield,NP,Worth,2209,Ruffin
Appeals Court Judge,Totals,Total,Worth,4007,Ruffin
Superior Court Judge,Esmond,Adams,Fulton,106263,Atlanta Circuit (Cummings-Moore)
Superior Court Judge,Wallace,NP,Fulton,64305,Atlanta Circuit (Cummings-Moore)
Superior Court Judge,Totals,Total,Fulton,170568,Atlanta Circuit (Cummings-Moore)
Superior Court Judge,Dawson,NP,Douglas,10302,Douglas Circuit (Howe)
Superior Court Judge,McClain,NP,Douglas,16434,Douglas Circuit (Howe)
Superior Court Judge,Totals,Total,Douglas,26736,Douglas Circuit (Howe)
Superior Court Judge,House,NP,Catoosa,6253,Lookout Mountain Circuit (Hill)
Superior Court Judge,Stagg,NP,Catoosa,4429,Lookout Mountain Circuit (Hill)
Superior Court Judge,Totals,Total,Catoosa,10682,Lookout Mountain Circuit (Hill)
Superior Court Judge,House,NP,Chattooga,2247,Lookout Mountain Circuit (Hill)
Superior Court Judge,Stagg,NP,Chattooga,1150,Lookout Mountain Circuit (Hill)
Superior Court Judge,Totals,Total,Chattooga,3397,Lookout Mountain Circuit (Hill)
Superior Court Judge,House,NP,Dade,2219,Lookout Mountain Circuit (Hill)
Superior Court Judge,Stagg,NP,Dade,885,Lookout Mountain Circuit (Hill)
Superior Court Judge,Totals,Total,Dade,3104,Lookout Mountain Circuit (Hill)
Superior Court Judge,House,NP,Walker,5440,Lookout Mountain Circuit (Hill)
Superior Court Judge,Stagg,NP,Walker,4465,Lookout Mountain Circuit (Hill)
Superior Court Judge,Totals,Total,Walker,9905,Lookout Mountain Circuit (Hill)
Superior Court Judge,Johnson,NP,Bleckley,919,Oconee Circuit (West)
Superior Court Judge,Wall,NP,Bleckley,1749,Oconee Circuit (West)
Superior Court Judge,Totals,Total,Bleckley,2668,Oconee Circuit (West)
Superior Court Judge,Johnson,NP,Dodge,3606,Oconee Circuit (West)
Superior Court Judge,Wall,NP,Dodge,2716,Oconee Circuit (West)
Superior Court Judge,Totals,Total,Dodge,6322,Oconee Circuit (West)
Superior Court Judge,Johnson,NP,Montgomery,627,Oconee Circuit (West)
Superior Court Judge,Wall,NP,Montgomery,1072,Oconee Circuit (West)
Superior Court Judge,Totals,Total,Montgomery,1699,Oconee Circuit (West)
Superior Court Judge,Johnson,NP,Pulaski,527,Oconee Circuit (West)
Superior Court Judge,Wall,NP,Pulaski,1802,Oconee Circuit (West)
Superior Court Judge,Totals,Total,Pulaski,2329,Oconee Circuit (West)
Superior Court Judge,Johnson,NP,Telfair,1001,Oconee Circuit (West)
Superior Court Judge,Wall,NP,Telfair,1408,Oconee Circuit (West)
Superior Court Judge,Totals,Total,Telfair,2409,Oconee Circuit (West)
Superior Court Judge,Johnson,NP,Wheeler,534,Oconee Circuit (West)
Superior Court Judge,Wall,NP,Wheeler,735,Oconee Circuit (West)
Superior Court Judge,Totals,Total,Wheeler,1269,Oconee Circuit (West)
Superior Court Judge,Barrie,NP,Dekalb,85185,Stone Mountain Circuit (Workman)
Superior Court Judge,Mason,NP,Dekalb,65133,Stone Mountain Circuit (Workman)
Superior Court Judge,Totals,Total,Dekalb,150318,Stone Mountain Circuit (Workman)
Superior Court Judge,Carter,NP,Irwin,977,Tifton Circuit (McCorvey)
Superior Court Judge,Cross,NP,Irwin,1146,Tifton Circuit (McCorvey)
Superior Court Judge,Totals,Total,Irwin,2123,Tifton Circuit (McCorvey)
Superior Court Judge,Carter,NP,Tift,3820,Tifton Circuit (McCorvey)
Superior Court Judge,Cross,NP,Tift,4278,Tifton Circuit (McCorvey)
Superior Court Judge,Totals,Total,Tift,8098,Tifton Circuit (McCorvey)
Superior Court Judge,Carter,NP,Turner,588,Tifton Circuit (McCorvey)
Superior Court Judge,Cross,NP,Turner,1231,Tifton Circuit (McCorvey)
Superior Court Judge,Totals,Total,Turner,1819,Tifton Circuit (McCorvey)
Superior Court Judge,Carter,NP,Worth,1941,Tifton Circuit (McCorvey)
Superior Court Judge,Cross,NP,Worth,2642,Tifton Circuit (McCorvey)
Superior Court Judge,Totals,Total,Worth,4583,Tifton Circuit (McCorvey)
