county,precinct,office,district,party,candidate,election_day,absentee_by_mail,advance_in_person,provisional,votes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Bill Miller Center,President,,DEM,BERNIE SANDERS,55,0,6,0,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Radium Middle School,President,,DEM,BERNIE SANDERS,24,2,4,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Putney 1st Bapt Church,President,,DEM,BERNIE SANDERS,41,1,3,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,International Studie,President,,DEM,BERNIE SANDERS,20,0,7,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Phoebe East,President,,DEM,BERNIE SANDERS,48,0,7,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Pine Bluff Bapt Church,President,,DEM,BERNIE SANDERS,45,0,6,0,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Albany Middle School,President,,DEM,BERNIE SANDERS,17,0,5,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Christ Church,President,,DEM,BERNIE SANDERS,41,1,10,0,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Lamar Reese Elem School,President,,DEM,BERNIE SANDERS,24,0,8,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,First Christian Church,President,,DEM,BERNIE SANDERS,47,1,5,0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Lovett Hall,President,,DEM,BERNIE SANDERS,80,0,2,0,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,,,,DEM,BERNIE SANDERS,1232,23,180,4,1439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Palmyra Rd Meth Church,President,,DEM,MICHAEL STEINBERG,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Sherwood Elem School,President,,DEM,MICHAEL STEINBERG,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Covenant Pres Church,President,,DEM,MICHAEL STEINBERG,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Greenbriar Church,President,,DEM,MICHAEL STEINBERG,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Westover High School,President,,DEM,MICHAEL STEINBERG,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Merry Acres Middle,President,,DEM,MICHAEL STEINBERG,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Darton College,President,,DEM,MICHAEL STEINBERG,4,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Westtown Elem School,President,,DEM,MICHAEL STEINBERG,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Second Mt. Zion,President,,DEM,MICHAEL STEINBERG,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Mt. Zion Center,President,,DEM,MICHAEL STEINBERG,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Alice Coachman Elem,President,,DEM,MICHAEL STEINBERG,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Carver Teen Center,President,,DEM,MICHAEL STEINBERG,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Shiloh Baptist Church,President,,DEM,MICHAEL STEINBERG,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Litman Cathedral,President,,DEM,MICHAEL STEINBERG,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Phoebe Edu. Bldg,President,,DEM,MICHAEL STEINBERG,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Turner Elem School,President,,DEM,MICHAEL STEINBERG,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Jackson Heights Elem,President,,DEM,MICHAEL STEINBERG,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Bill Miller Center,President,,DEM,MICHAEL STEINBERG,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Radium Middle School,President,,DEM,MICHAEL STEINBERG,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Putney 1st Bapt Church,President,,DEM,MICHAEL STEINBERG,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,International Studie,President,,DEM,MICHAEL STEINBERG,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Phoebe East,President,,DEM,MICHAEL STEINBERG,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Pine Bluff Bapt Church,President,,DEM,MICHAEL STEINBERG,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Albany Middle School,President,,DEM,MICHAEL STEINBERG,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Christ Church,President,,DEM,MICHAEL STEINBERG,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Lamar Reese Elem School,President,,DEM,MICHAEL STEINBERG,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,First Christian Church,President,,DEM,MICHAEL STEINBERG,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Lovett Hall,President,,DEM,MICHAEL STEINBERG,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,,,,DEM,MICHAEL STEINBERG,17,1,4,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
