county,office,district,party,candidate,votes,election_day,absentee,early_voting,provisional
Baldwin,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,1697,1200,69,427,1
Banks,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,78,55,8,15,0
Barrow,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,665,482,32,151,0
Bartow,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,1014,776,45,192,1
Ben Hill,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,606,394,25,187,0
Berrien,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,327,230,20,77,0
Bibb,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,13251,9628,434,3179,10
Bleckley,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,272,194,41,37,0
Brantley,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,864,653,20,191,0
Brooks,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,1079,652,219,204,4
Bryan,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,485,350,9,126,0
Bulloch,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,841,708,22,109,2
Burke,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,1998,1287,386,325,0
Butts,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,753,355,42,356,0
Calhoun,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,945,724,86,131,4
Camden,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,706,534,71,99,2
Candler,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,350,268,10,72,0
Carroll,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,1301,1102,36,162,1
Catoosa,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,381,267,19,95,0
Charlton,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,232,195,6,31,0
Chatham,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,11958,9582,516,1853,7
Chattahoochee,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,364,244,7,113,0
Chattooga,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,2799,1958,68,765,8
Cherokee,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,2744,2101,106,536,1
Clarke,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,4104,3148,137,812,7
Clay,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,374,249,38,86,1
Clayton,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,21402,16694,393,4303,12
Clinch,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,66,33,6,27,0
Cobb,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,22371,19214,812,2284,61
Coffee,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,1233,872,52,306,3
Colquitt,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,653,492,21,140,0
Columbia,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,2636,2225,67,344,0
Cook,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,410,309,25,76,0
Coweta,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,1988,1562,112,314,0
Crawford,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,470,325,12,127,6
Crisp,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,618,421,18,178,1
Dade,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,220,157,3,59,1
Dawson,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,160,112,3,45,0
Decatur,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,2204,1516,95,590,3
DeKalb,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,62448,52085,2142,8179,42
Dodge,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,524,390,15,118,1
Dooly,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,928,611,25,290,2
Dougherty,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,10549,8322,302,1918,7
Douglas,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,4407,3607,82,714,4
Early,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,1073,750,66,257,0
Echols,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,573,311,10,252,0
Effingham,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,673,533,21,117,2
Elbert,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,936,514,87,335,0
Emanuel,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,322,269,23,30,0
Evans,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,218,131,20,66,1
Fannin,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,285,177,25,83,0
Fayette,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,4277,3395,83,797,2
Floyd,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,1641,1290,77,268,6
Forsyth,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,1557,1222,42,293,0
Franklin,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,277,206,29,42,0
Fulton,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,55667,49020,1827,4640,180
Gilmer,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,333,261,23,49,0
Glascock,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,335,215,10,109,1
Glynn,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,1912,1272,138,498,4
Gordon,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,351,249,31,71,0
Grady,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,1892,1206,43,641,2
Greene,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,492,328,57,107,0
Gwinnett,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,18110,16026,437,1607,40
Habersham,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,409,278,30,99,2
Hall,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,1507,1177,66,260,4
Hancock,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,1301,811,225,255,10
Haralson,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,365,293,18,54,0
Harris,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,750,587,32,131,0
Hart,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,448,342,29,77,0
Heard,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,183,143,19,21,0
Henry,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,7582,6319,162,1101,0
Houston,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,2880,2179,58,641,2
Irwin,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,352,229,13,110,0
Jackson,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,543,369,20,153,1
Jasper,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,389,262,51,76,0
Jeff Davis,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,584,381,15,186,2
Jefferson,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,2463,1595,108,755,5
Jenkins,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,1198,641,124,432,1
Johnson,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,1618,824,184,610,0
Jones,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,1428,951,186,291,0
Lamar,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,370,263,26,80,1
Lanier,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,250,187,3,60,0
Laurens,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,2520,1925,123,472,0
Lee,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,648,543,33,72,0
Liberty,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,2207,1507,72,628,0
Lincoln,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,314,186,46,82,0
Long,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,1292,708,43,539,2
Lowndes,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,3271,2227,68,966,10
Lumpkin,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,275,171,30,74,0
Macon,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,1440,810,76,554,0
Madison,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,494,369,29,96,0
Marion,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,1246,913,93,239,1
McDuffie,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,955,612,75,268,0
McIntosh,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,1062,735,140,186,1
Meriwether,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,2755,2302,71,379,3
Miller,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,724,496,52,176,0
Mitchell,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,2502,1655,134,710,3
Monroe,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,674,491,73,110,0
Montgomery,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,498,373,20,104,1
Morgan,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,705,507,18,179,1
Murray,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,701,456,50,195,0
Muscogee,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,12195,8035,492,3642,26
Newton,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,4926,3567,131,1228,0
Oconee,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,368,268,12,88,0
Oglethorpe,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,330,266,7,57,0
Paulding,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,1606,1236,79,285,6
Peach,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,1167,721,44,401,1
Pickens,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,259,190,4,65,0
Pierce,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,223,173,8,42,0
Pike,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,190,140,17,33,0
Polk,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,703,491,43,169,0
Pulaski,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,253,167,4,82,0
Putnam,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,415,297,12,106,0
Quitman,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,442,246,24,172,0
Rabun,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,198,107,22,69,0
Randolph,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,979,553,58,350,18
Richmond,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,17582,13809,547,3208,18
Rockdale,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,6106,4215,102,1776,13
Schley,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,250,133,9,107,1
Screven,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,782,580,14,187,1
Seminole,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,395,315,23,56,1
Spalding,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,1360,952,50,357,1
Stephens,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,282,155,28,99,0
Stewart,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,563,305,106,152,0
Sumter,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,1492,924,92,476,0
Talbot,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,834,625,130,79,0
Taliaferro,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,317,138,59,119,1
Tattnall,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,533,378,24,130,1
Taylor,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,811,602,53,155,1
Telfair,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,1643,1253,150,235,5
Terrell,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,903,528,86,288,1
Thomas,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,1640,1255,43,342,0
Tift,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,432,269,17,146,0
Toombs,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,385,331,18,36,0
Towns,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,392,204,23,164,1
Treutlen,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,961,582,53,323,3
Troup,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,1713,1226,137,349,1
Turner,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,540,371,8,161,0
Twiggs,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,1269,885,101,283,0
Union,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,1032,578,29,424,1
Upson,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,1157,893,31,233,0
Walker,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,759,553,37,169,0
Walton,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,992,878,30,84,0
Ware,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,892,583,28,281,0
Warren,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,762,555,23,182,2
Washington,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,3282,1847,203,1221,11
Wayne,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,880,558,53,269,0
Webster,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,466,262,89,115,0
Wheeler,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,892,662,72,151,7
White,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,303,198,42,63,0
Whitfield,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,1135,892,34,209,0
Wilcox,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,517,390,21,106,0
Wilkes,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,722,557,22,143,0
Wilkinson,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,1082,859,43,180,0
Worth,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,952,727,32,193,0
,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,362424,266981,12925,82306,212
Appling,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,1271,969,60,242,0
Atkinson,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,139,97,5,37,0
Bacon,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,705,375,22,308,0
Baker,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,7,7,0,0,0
Baldwin,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,1155,743,62,350,0
Banks,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,1557,1259,43,252,3
Barrow,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,2865,2135,76,654,0
Bartow,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,5340,3935,130,1271,4
Ben Hill,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,472,322,9,141,0
Berrien,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,1131,753,34,343,1
Bibb,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,3749,2884,147,713,5
Bleckley,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,547,349,29,168,1
Brantley,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,839,673,12,154,0
Brooks,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,358,288,4,65,1
Bryan,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,1478,864,34,576,4
Bulloch,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,2341,1664,74,603,0
Burke,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,353,283,14,56,0
Butts,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,1483,706,31,746,0
Calhoun,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,11,10,1,0,0
Camden,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,2538,1945,140,447,6
Candler,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,288,208,9,71,0
Carroll,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,4910,3867,117,919,7
Catoosa,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,3261,2129,60,1072,0
Charlton,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,241,202,3,36,0
Chatham,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,6545,5289,157,1098,1
Chattahoochee,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,28,25,2,1,0
Chattooga,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,264,198,3,60,3
Cherokee,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,15741,10564,688,4480,9
Clarke,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,2665,1984,99,580,2
Clay,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,28,24,0,4,0
Clayton,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,1831,1325,89,415,2
Clinch,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,429,279,20,130,0
Cobb,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,29543,23135,1483,4898,27
