county,precinct,office,district,party,candidate,votes,absentee_by_mail,provisional,election_day,advance_in_person,advance_in_person_2
DeKalb,DUNAIRE ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,28,0,0,23,5,0
DeKalb,DUNWOODY,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,128,11,0,113,0,4
DeKalb,DUNWOODY ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,204,22,0,160,1,21
DeKalb,DUNWOODY LIBRARY,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,289,25,0,248,2,14
DeKalb,EAST LAKE ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,34,0,0,31,3,0
DeKalb,EMBRY HILLS,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,135,6,0,117,4,8
DeKalb,EMORY ROAD,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,6,6,0,0,0,0
DeKalb,EMORY SOUTH,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,78,8,1,61,3,5
DeKalb,EPWORTH,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,56,2,0,52,1,1
DeKalb,EVANSDALE ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,136,21,1,106,1,7
DeKalb,FAIRINGTON ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,8,2,0,6,0,0
DeKalb,FERNBANK ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,51,5,0,37,3,6
DeKalb,FLAKES MILL FIRE STATION,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,5,0,0,3,1,1
DeKalb,FLAT ROCK ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,10,4,0,6,0,0
DeKalb,FLAT SHOALS,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,3,0,0,3,0,0
DeKalb,FLAT SHOALS ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,1,0,0,1,0,0
DeKalb,FLAT SHOALS LIBRARY,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,6,1,0,3,2,0
DeKalb,FLAT SHOALS PARKWAY,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,3,0,0,2,1,0
DeKalb,FREEDOM MIDDLE,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,31,3,0,22,6,0
DeKalb,GEORGETOWN SQUARE,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,155,8,0,137,4,6
DeKalb,GLENHAVEN,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,14,5,0,8,1,0
DeKalb,GLENNWOOD,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,29,2,0,25,2,0
DeKalb,GLENWOOD ROAD,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,9,0,0,6,2,1
DeKalb,GRESHAM ROAD,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,12,0,0,12,0,0
DeKalb,HAMBRICK ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,43,3,0,33,6,1
DeKalb,HARRIS-MARGARET HARRIS ED,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,56,2,0,50,0,4
DeKalb,HARRIS-NARVIE J. HARRIS ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,3,0,0,3,0,0
DeKalb,HAWTHORNE ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,141,7,0,117,5,12
DeKalb,HENDERSON MILL ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,179,19,0,141,6,13
DeKalb,HUGH HOWELL,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,146,7,0,117,11,11
DeKalb,HUNTLEY HILLS ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,79,2,0,68,0,9
DeKalb,IDLEWOOD ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,50,0,0,43,5,2
DeKalb,INDIAN CREEK ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,25,2,0,19,4,0
DeKalb,JOHNSON ESTATES,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,48,2,0,43,0,3
DeKalb,JOLLY ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,8,0,0,6,1,1
DeKalb,KELLEY CHAPEL ROAD,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,8,2,0,6,0,0
DeKalb,KELLEY LAKE ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,7,0,0,7,0,0
DeKalb,KING-ML KING JR HIGH,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,8,1,0,3,3,1
DeKalb,KINGSLEY ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,274,20,0,237,4,13
DeKalb,KNOLLWOOD ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,16,1,0,9,5,1
DeKalb,KITTREDGE,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,145,12,0,105,2,26
DeKalb,LAKESIDE HIGH,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,219,27,0,175,5,12
DeKalb,LAVISTA,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,52,3,0,46,1,2
DeKalb,LAVISTA ROAD,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,58,6,0,52,0,0
DeKalb,LIN-MARY LIN ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,59,1,0,53,4,1
DeKalb,LITHONIA,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,9,3,0,6,0,0
DeKalb,LITHONIA HIGH,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,4,0,0,4,0,0
DeKalb,LIVSEY ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,110,5,0,86,3,16
DeKalb,MARBUT ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,5,1,0,3,1,0
DeKalb,MATHIS-BOB MATHIS ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,17,2,0,12,3,0
DeKalb,MCLENDON,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,30,3,0,26,0,1
DeKalb,MCNAIR ACADEMY,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,10,0,0,10,0,0
DeKalb,MCNAIR HIGH,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,13,1,0,12,0,0
DeKalb,MCNAIR MIDDLE,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,4,0,0,3,1,0
DeKalb,MCWILLIAMS,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,9,2,0,6,1,0
DeKalb,MEADOWVIEW ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,11,3,0,8,0,0
DeKalb,MEDLOCK ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,108,7,0,98,2,1
DeKalb,MEMORIAL NORTH,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,27,4,0,17,5,1
DeKalb,MEMORIAL SOUTH,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,13,1,0,10,2,0
DeKalb,METROPOLITAN,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,18,0,0,17,1,0
DeKalb,MIDVALE ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,175,12,0,143,3,17
DeKalb,MIDVALE ROAD,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,138,2,0,115,7,14
DeKalb,MIDWAY ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,20,0,0,14,6,0
DeKalb,MILLER-ELDRIDGE L. MILLER ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,17,2,0,14,1,0
DeKalb,MILLER GROVE HIGH,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,5,0,0,3,2,0
DeKalb,MILLER GROVE MIDDLE,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,5,1,0,3,1,0
DeKalb,MILLER GROVE ROAD,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,7,0,0,4,3,0
DeKalb,MONTCLAIR ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,40,6,0,28,2,4
DeKalb,MONTGOMERY ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,405,38,0,266,10,91
DeKalb,MONTREAL,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,66,2,0,58,3,3
DeKalb,MT. VERNON EAST,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,294,18,0,261,5,10
DeKalb,MT. VERNON WEST,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,191,12,0,165,0,14
DeKalb,NORTH DECATUR,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,19,3,0,16,0,0
DeKalb,NORTH HAIRSTON,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,23,2,0,17,4,0
DeKalb,NORTH PEACHTREE,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,75,8,0,65,0,2
DeKalb,NORTHLAKE,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,83,7,0,71,2,3
DeKalb,OAK GROVE ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,105,10,0,90,2,3
DeKalb,OAK VIEW ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,6,0,0,6,0,0
DeKalb,OAKCLIFF ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,48,3,0,44,0,1
DeKalb,OAKHURST,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,33,1,0,31,1,0
DeKalb,PANOLA,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,9,1,0,5,3,0
DeKalb,PANOLA ROAD,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,0,0,0,0,0,0
DeKalb,PANOLA WAY ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,5,0,0,4,1,0
DeKalb,PEACHCREST ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,11,1,0,7,2,1
DeKalb,PEACHTREE MIDDLE,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,103,6,0,90,0,7
DeKalb,PINE LAKE,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,9,0,0,9,0,0
DeKalb,PINEY GROVE,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,3,0,0,2,1,0
DeKalb,PLEASANTDALE ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,67,6,0,52,3,6
DeKalb,PONCE DE LEON,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,30,2,0,28,0,0
DeKalb,PRINCETON ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,10,1,0,8,1,0
DeKalb,RAINBOW ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,17,1,0,13,2,1
DeKalb,REDAN ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,5,0,0,4,0,1
DeKalb,REDAN MIDDLE,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,14,2,0,11,1,0
DeKalb,REDAN ROAD,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,9,1,0,7,1,0
DeKalb,REDAN-TROTTI LIBRARY,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,9,0,0,8,1,0
DeKalb,REHOBOTH,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,88,9,0,69,4,6
DeKalb,RENFROE MIDDLE,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,24,2,0,20,1,1
DeKalb,ROCK CHAPEL ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,6,0,0,5,1,0
DeKalb,ROCK CHAPEL ROAD,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,21,1,0,19,1,0
DeKalb,ROCKBRIDGE ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,19,0,0,17,2,0
DeKalb,ROCKBRIDGE ROAD,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,15,0,0,15,0,0
DeKalb,ROWLAND ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,14,2,0,12,0,0
DeKalb,ROWLAND ROAD,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,25,4,0,15,6,0
DeKalb,SAGAMORE HILLS ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,158,8,0,137,4,9
DeKalb,SALEM MIDDLE,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,9,2,0,4,3,0
DeKalb,SCOTT,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,10,6,0,0,3,1
DeKalb,SHADOW ROCK ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,23,2,0,14,5,2
DeKalb,SHAMROCK,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,80,1,0,70,5,4
DeKalb,SHAW-ROBERT SHAW ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,34,2,0,26,4,2
DeKalb,SILVER LAKE,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,277,30,0,218,4,25
DeKalb,SKYLAND,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,157,9,0,138,2,8
DeKalb,SMOKE RISE ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,176,11,0,146,8,11
DeKalb,SNAPFINGER ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,5,1,0,4,0,0
DeKalb,SNAPFINGER ROAD NORTH,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,14,1,0,7,6,0
DeKalb,SNAPFINGER ROAD SOUTH,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,6,2,0,2,2,0
DeKalb,SOUTH DESHON,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,6,0,0,6,0,0
DeKalb,SOUTH HAIRSTON,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,8,0,0,4,4,0
DeKalb,STEPHENSON HIGH,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,12,1,0,8,2,1
DeKalb,STEPHENSON MIDDLE,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,18,1,0,15,2,0
DeKalb,STONE MILL ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,15,2,0,11,2,0
DeKalb,STONE MOUNTAIN CHAMPION,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,41,0,0,40,1,0
DeKalb,STONE MOUNTAIN ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,92,60,0,23,9,0
DeKalb,STONE MOUNTAIN LIBRARY,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,16,2,0,13,1,0
DeKalb,STONE MOUNTAIN MIDDLE,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,13,0,0,9,0,4
DeKalb,STONEVIEW ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,6,0,0,6,0,0
DeKalb,TERRY MILL ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,9,0,0,8,1,0
DeKalb,TILLY MILL ROAD,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,155,4,0,136,0,15
DeKalb,TONEY ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,1,0,1,0,0,0
DeKalb,TUCKER,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,200,6,0,180,3,11
DeKalb,TUCKER LIBRARY,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,140,6,0,104,2,28
DeKalb,VALLEY BROOK,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,36,1,0,31,3,1
DeKalb,WADSWORTH ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,10,1,0,8,0,1
DeKalb,WARREN TECH,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,111,4,0,102,0,5
DeKalb,WESLEY CHAPEL LIBRARY,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,5,0,0,5,0,0
DeKalb,WHITE OAK,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,3,0,0,3,0,0
DeKalb,WINNONA PARK ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,35,3,0,28,2,2
DeKalb,WINTERS CHAPEL,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,138,11,0,125,0,2
DeKalb,WOODRIDGE ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,13,1,0,8,4,0
DeKalb,WOODROW ROAD,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,32,7,0,23,1,1
DeKalb,WOODWARD ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,88,4,0,75,5,4
DeKalb,WYNBROOKE ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,30,1,0,27,2,0
DeKalb,YOUNG ROAD,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,YES,5,0,0,4,1,0
DeKalb,,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,NO,18548,1120,5,15348,659,1416
DeKalb,ALLGOOD ELEM,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,NO,55,3,0,45,7,0
DeKalb,ASHFORD DUNWOODY RD,Republican Party Question 4<br>Should Citizens who wish to vote in a primary election be required to register by their political party affiliation at least thirty (30) days prior to such primary election?,,REP,NO,480,36,0,350,8,86
