candidate_party,county,race,vote_type,votes
"L.S. ""CASEY"" CAGLE  (REP)",Webster,Governor - REP,Absentee by Mail,3
"L.S. ""CASEY"" CAGLE  (REP)",Wheeler,Governor - REP,Absentee by Mail,4
"L.S. ""CASEY"" CAGLE  (REP)",White,Governor - REP,Absentee by Mail,107
"L.S. ""CASEY"" CAGLE  (REP)",Whitfield,Governor - REP,Absentee by Mail,44
"L.S. ""CASEY"" CAGLE  (REP)",Wilcox,Governor - REP,Absentee by Mail,37
"L.S. ""CASEY"" CAGLE  (REP)",Wilkes,Governor - REP,Absentee by Mail,9
"L.S. ""CASEY"" CAGLE  (REP)",Wilkinson,Governor - REP,Absentee by Mail,14
"L.S. ""CASEY"" CAGLE  (REP)",Worth,Governor - REP,Absentee by Mail,23
"L.S. ""CASEY"" CAGLE  (REP)",Appling,Governor - REP,Advance in Person,92
"L.S. ""CASEY"" CAGLE  (REP)",Atkinson,Governor - REP,Advance in Person,63
"L.S. ""CASEY"" CAGLE  (REP)",Bacon,Governor - REP,Advance in Person,115
"L.S. ""CASEY"" CAGLE  (REP)",Baker,Governor - REP,Advance in Person,22
"L.S. ""CASEY"" CAGLE  (REP)",Baldwin,Governor - REP,Advance in Person,276
"L.S. ""CASEY"" CAGLE  (REP)",Banks,Governor - REP,Advance in Person,177
"L.S. ""CASEY"" CAGLE  (REP)",Barrow,Governor - REP,Advance in Person,409
"L.S. ""CASEY"" CAGLE  (REP)",Bartow,Governor - REP,Advance in Person,464
"L.S. ""CASEY"" CAGLE  (REP)",Ben Hill,Governor - REP,Advance in Person,182
"L.S. ""CASEY"" CAGLE  (REP)",Berrien,Governor - REP,Advance in Person,97
"L.S. ""CASEY"" CAGLE  (REP)",Bibb,Governor - REP,Advance in Person,554
"L.S. ""CASEY"" CAGLE  (REP)",Bleckley,Governor - REP,Advance in Person,110
"L.S. ""CASEY"" CAGLE  (REP)",Brantley,Governor - REP,Advance in Person,82
"L.S. ""CASEY"" CAGLE  (REP)",Brooks,Governor - REP,Advance in Person,102
"L.S. ""CASEY"" CAGLE  (REP)",Bryan,Governor - REP,Advance in Person,371
"L.S. ""CASEY"" CAGLE  (REP)",Bulloch,Governor - REP,Advance in Person,542
"L.S. ""CASEY"" CAGLE  (REP)",Burke,Governor - REP,Advance in Person,112
"L.S. ""CASEY"" CAGLE  (REP)",Butts,Governor - REP,Advance in Person,412
"L.S. ""CASEY"" CAGLE  (REP)",Calhoun,Governor - REP,Advance in Person,19
"L.S. ""CASEY"" CAGLE  (REP)",Camden,Governor - REP,Advance in Person,208
"L.S. ""CASEY"" CAGLE  (REP)",Candler,Governor - REP,Advance in Person,141
"L.S. ""CASEY"" CAGLE  (REP)",Carroll,Governor - REP,Advance in Person,732
"L.S. ""CASEY"" CAGLE  (REP)",Catoosa,Governor - REP,Advance in Person,476
"L.S. ""CASEY"" CAGLE  (REP)",Charlton,Governor - REP,Advance in Person,44
"L.S. ""CASEY"" CAGLE  (REP)",Chatham,Governor - REP,Advance in Person,835
"L.S. ""CASEY"" CAGLE  (REP)",Chattahoochee,Governor - REP,Advance in Person,37
"L.S. ""CASEY"" CAGLE  (REP)",Chattooga,Governor - REP,Advance in Person,145
"L.S. ""CASEY"" CAGLE  (REP)",Cherokee,Governor - REP,Advance in Person,1141
"L.S. ""CASEY"" CAGLE  (REP)",Clarke,Governor - REP,Advance in Person,194
"L.S. ""CASEY"" CAGLE  (REP)",Clay,Governor - REP,Advance in Person,60
"L.S. ""CASEY"" CAGLE  (REP)",Clayton,Governor - REP,Advance in Person,422
"L.S. ""CASEY"" CAGLE  (REP)",Clinch,Governor - REP,Advance in Person,25
"L.S. ""CASEY"" CAGLE  (REP)",Cobb,Governor - REP,Advance in Person,3760
"L.S. ""CASEY"" CAGLE  (REP)",Coffee,Governor - REP,Advance in Person,342
"L.S. ""CASEY"" CAGLE  (REP)",Colquitt,Governor - REP,Advance in Person,281
"L.S. ""CASEY"" CAGLE  (REP)",Columbia,Governor - REP,Advance in Person,2842
"L.S. ""CASEY"" CAGLE  (REP)",Cook,Governor - REP,Advance in Person,139
"L.S. ""CASEY"" CAGLE  (REP)",Coweta,Governor - REP,Advance in Person,886
"L.S. ""CASEY"" CAGLE  (REP)",Crawford,Governor - REP,Advance in Person,59
"L.S. ""CASEY"" CAGLE  (REP)",Crisp,Governor - REP,Advance in Person,246
"L.S. ""CASEY"" CAGLE  (REP)",Dade,Governor - REP,Advance in Person,165
"L.S. ""CASEY"" CAGLE  (REP)",Dawson,Governor - REP,Advance in Person,509
"L.S. ""CASEY"" CAGLE  (REP)",Decatur,Governor - REP,Advance in Person,168
"L.S. ""CASEY"" CAGLE  (REP)",DeKalb,Governor - REP,Advance in Person,541
"L.S. ""CASEY"" CAGLE  (REP)",Dodge,Governor - REP,Advance in Person,129
"L.S. ""CASEY"" CAGLE  (REP)",Dooly,Governor - REP,Advance in Person,71
"L.S. ""CASEY"" CAGLE  (REP)",Dougherty,Governor - REP,Advance in Person,249
"L.S. ""CASEY"" CAGLE  (REP)",Douglas,Governor - REP,Advance in Person,834
"L.S. ""CASEY"" CAGLE  (REP)",Early,Governor - REP,Advance in Person,163
"L.S. ""CASEY"" CAGLE  (REP)",Echols,Governor - REP,Advance in Person,35
"L.S. ""CASEY"" CAGLE  (REP)",Effingham,Governor - REP,Advance in Person,287
"L.S. ""CASEY"" CAGLE  (REP)",Elbert,Governor - REP,Advance in Person,171
"L.S. ""CASEY"" CAGLE  (REP)",Emanuel,Governor - REP,Advance in Person,213
"L.S. ""CASEY"" CAGLE  (REP)",Evans,Governor - REP,Advance in Person,144
"L.S. ""CASEY"" CAGLE  (REP)",Fannin,Governor - REP,Advance in Person,490
"L.S. ""CASEY"" CAGLE  (REP)",Fayette,Governor - REP,Advance in Person,1322
"L.S. ""CASEY"" CAGLE  (REP)",Floyd,Governor - REP,Advance in Person,668
"L.S. ""CASEY"" CAGLE  (REP)",Forsyth,Governor - REP,Advance in Person,2408
"L.S. ""CASEY"" CAGLE  (REP)",Franklin,Governor - REP,Advance in Person,207
"L.S. ""CASEY"" CAGLE  (REP)",Fulton,Governor - REP,Advance in Person,4453
"L.S. ""CASEY"" CAGLE  (REP)",Gilmer,Governor - REP,Advance in Person,333
"L.S. ""CASEY"" CAGLE  (REP)",Glascock,Governor - REP,Advance in Person,41
"L.S. ""CASEY"" CAGLE  (REP)",Glynn,Governor - REP,Advance in Person,1019
"L.S. ""CASEY"" CAGLE  (REP)",Gordon,Governor - REP,Advance in Person,399
"L.S. ""CASEY"" CAGLE  (REP)",Grady,Governor - REP,Advance in Person,296
"L.S. ""CASEY"" CAGLE  (REP)",Greene,Governor - REP,Advance in Person,270
"L.S. ""CASEY"" CAGLE  (REP)",Gwinnett,Governor - REP,Advance in Person,1809
"L.S. ""CASEY"" CAGLE  (REP)",Habersham,Governor - REP,Advance in Person,891
"L.S. ""CASEY"" CAGLE  (REP)",Hall,Governor - REP,Advance in Person,2447
"L.S. ""CASEY"" CAGLE  (REP)",Hancock,Governor - REP,Advance in Person,13
"L.S. ""CASEY"" CAGLE  (REP)",Haralson,Governor - REP,Advance in Person,134
"L.S. ""CASEY"" CAGLE  (REP)",Harris,Governor - REP,Advance in Person,307
"L.S. ""CASEY"" CAGLE  (REP)",Hart,Governor - REP,Advance in Person,240
"L.S. ""CASEY"" CAGLE  (REP)",Heard,Governor - REP,Advance in Person,74
"L.S. ""CASEY"" CAGLE  (REP)",Henry,Governor - REP,Advance in Person,1573
"L.S. ""CASEY"" CAGLE  (REP)",Houston,Governor - REP,Advance in Person,1274
"L.S. ""CASEY"" CAGLE  (REP)",Irwin,Governor - REP,Advance in Person,123
"L.S. ""CASEY"" CAGLE  (REP)",Jackson,Governor - REP,Advance in Person,705
"L.S. ""CASEY"" CAGLE  (REP)",Jasper,Governor - REP,Advance in Person,125
"L.S. ""CASEY"" CAGLE  (REP)",Jeff Davis,Governor - REP,Advance in Person,90
"L.S. ""CASEY"" CAGLE  (REP)",Jefferson,Governor - REP,Advance in Person,87
"L.S. ""CASEY"" CAGLE  (REP)",Jenkins,Governor - REP,Advance in Person,89
"L.S. ""CASEY"" CAGLE  (REP)",Johnson,Governor - REP,Advance in Person,63
"L.S. ""CASEY"" CAGLE  (REP)",Jones,Governor - REP,Advance in Person,289
"L.S. ""CASEY"" CAGLE  (REP)",Lamar,Governor - REP,Advance in Person,168
"L.S. ""CASEY"" CAGLE  (REP)",Lanier,Governor - REP,Advance in Person,130
"L.S. ""CASEY"" CAGLE  (REP)",Laurens,Governor - REP,Advance in Person,336
"L.S. ""CASEY"" CAGLE  (REP)",Lee,Governor - REP,Advance in Person,338
"L.S. ""CASEY"" CAGLE  (REP)",Liberty,Governor - REP,Advance in Person,226
"L.S. ""CASEY"" CAGLE  (REP)",Lincoln,Governor - REP,Advance in Person,117
"L.S. ""CASEY"" CAGLE  (REP)",Long,Governor - REP,Advance in Person,68
"L.S. ""CASEY"" CAGLE  (REP)",Lowndes,Governor - REP,Advance in Person,747
"L.S. ""CASEY"" CAGLE  (REP)",Lumpkin,Governor - REP,Advance in Person,627
"L.S. ""CASEY"" CAGLE  (REP)",Macon,Governor - REP,Advance in Person,60
"L.S. ""CASEY"" CAGLE  (REP)",Madison,Governor - REP,Advance in Person,203
"L.S. ""CASEY"" CAGLE  (REP)",Marion,Governor - REP,Advance in Person,51
"L.S. ""CASEY"" CAGLE  (REP)",McDuffie,Governor - REP,Advance in Person,206
"L.S. ""CASEY"" CAGLE  (REP)",McIntosh,Governor - REP,Advance in Person,125
"L.S. ""CASEY"" CAGLE  (REP)",Meriwether,Governor - REP,Advance in Person,76
"L.S. ""CASEY"" CAGLE  (REP)",Miller,Governor - REP,Advance in Person,142
"L.S. ""CASEY"" CAGLE  (REP)",Mitchell,Governor - REP,Advance in Person,148
"L.S. ""CASEY"" CAGLE  (REP)",Monroe,Governor - REP,Advance in Person,657
"L.S. ""CASEY"" CAGLE  (REP)",Montgomery,Governor - REP,Advance in Person,140
"L.S. ""CASEY"" CAGLE  (REP)",Morgan,Governor - REP,Advance in Person,238
"L.S. ""CASEY"" CAGLE  (REP)",Murray,Governor - REP,Advance in Person,124
"L.S. ""CASEY"" CAGLE  (REP)",Muscogee,Governor - REP,Advance in Person,727
"L.S. ""CASEY"" CAGLE  (REP)",Newton,Governor - REP,Advance in Person,452
"L.S. ""CASEY"" CAGLE  (REP)",Oconee,Governor - REP,Advance in Person,363
"L.S. ""CASEY"" CAGLE  (REP)",Oglethorpe,Governor - REP,Advance in Person,131
"L.S. ""CASEY"" CAGLE  (REP)",Paulding,Governor - REP,Advance in Person,1446
"L.S. ""CASEY"" CAGLE  (REP)",Peach,Governor - REP,Advance in Person,188
"L.S. ""CASEY"" CAGLE  (REP)",Pickens,Governor - REP,Advance in Person,449
"L.S. ""CASEY"" CAGLE  (REP)",Pierce,Governor - REP,Advance in Person,204
"L.S. ""CASEY"" CAGLE  (REP)",Pike,Governor - REP,Advance in Person,181
"L.S. ""CASEY"" CAGLE  (REP)",Polk,Governor - REP,Advance in Person,290
"L.S. ""CASEY"" CAGLE  (REP)",Pulaski,Governor - REP,Advance in Person,141
"L.S. ""CASEY"" CAGLE  (REP)",Putnam,Governor - REP,Advance in Person,247
"L.S. ""CASEY"" CAGLE  (REP)",Quitman,Governor - REP,Advance in Person,34
"L.S. ""CASEY"" CAGLE  (REP)",Rabun,Governor - REP,Advance in Person,300
"L.S. ""CASEY"" CAGLE  (REP)",Randolph,Governor - REP,Advance in Person,78
"L.S. ""CASEY"" CAGLE  (REP)",Richmond,Governor - REP,Advance in Person,499
"L.S. ""CASEY"" CAGLE  (REP)",Rockdale,Governor - REP,Advance in Person,631
"L.S. ""CASEY"" CAGLE  (REP)",Schley,Governor - REP,Advance in Person,69
"L.S. ""CASEY"" CAGLE  (REP)",Screven,Governor - REP,Advance in Person,144
"L.S. ""CASEY"" CAGLE  (REP)",Seminole,Governor - REP,Advance in Person,139
"L.S. ""CASEY"" CAGLE  (REP)",Spalding,Governor - REP,Advance in Person,644
"L.S. ""CASEY"" CAGLE  (REP)",Stephens,Governor - REP,Advance in Person,896
"L.S. ""CASEY"" CAGLE  (REP)",Stewart,Governor - REP,Advance in Person,18
"L.S. ""CASEY"" CAGLE  (REP)",Sumter,Governor - REP,Advance in Person,225
"L.S. ""CASEY"" CAGLE  (REP)",Talbot,Governor - REP,Advance in Person,18
"L.S. ""CASEY"" CAGLE  (REP)",Taliaferro,Governor - REP,Advance in Person,5
"L.S. ""CASEY"" CAGLE  (REP)",Tattnall,Governor - REP,Advance in Person,159
"L.S. ""CASEY"" CAGLE  (REP)",Taylor,Governor - REP,Advance in Person,75
"L.S. ""CASEY"" CAGLE  (REP)",Telfair,Governor - REP,Advance in Person,80
"L.S. ""CASEY"" CAGLE  (REP)",Terrell,Governor - REP,Advance in Person,79
"L.S. ""CASEY"" CAGLE  (REP)",Thomas,Governor - REP,Advance in Person,373
"L.S. ""CASEY"" CAGLE  (REP)",Tift,Governor - REP,Advance in Person,437
"L.S. ""CASEY"" CAGLE  (REP)",Toombs,Governor - REP,Advance in Person,243
"L.S. ""CASEY"" CAGLE  (REP)",Towns,Governor - REP,Advance in Person,311
"L.S. ""CASEY"" CAGLE  (REP)",Treutlen,Governor - REP,Advance in Person,54
"L.S. ""CASEY"" CAGLE  (REP)",Troup,Governor - REP,Advance in Person,551
"L.S. ""CASEY"" CAGLE  (REP)",Turner,Governor - REP,Advance in Person,88
"L.S. ""CASEY"" CAGLE  (REP)",Twiggs,Governor - REP,Advance in Person,46
"L.S. ""CASEY"" CAGLE  (REP)",Union,Governor - REP,Advance in Person,416
"L.S. ""CASEY"" CAGLE  (REP)",Upson,Governor - REP,Advance in Person,352
"L.S. ""CASEY"" CAGLE  (REP)",Walker,Governor - REP,Advance in Person,179
"L.S. ""CASEY"" CAGLE  (REP)",Walton,Governor - REP,Advance in Person,393
"L.S. ""CASEY"" CAGLE  (REP)",Ware,Governor - REP,Advance in Person,282
"L.S. ""CASEY"" CAGLE  (REP)",Warren,Governor - REP,Advance in Person,44
"L.S. ""CASEY"" CAGLE  (REP)",Washington,Governor - REP,Advance in Person,133
"L.S. ""CASEY"" CAGLE  (REP)",Wayne,Governor - REP,Advance in Person,283
"L.S. ""CASEY"" CAGLE  (REP)",Webster,Governor - REP,Advance in Person,20
"L.S. ""CASEY"" CAGLE  (REP)",Wheeler,Governor - REP,Advance in Person,26
"L.S. ""CASEY"" CAGLE  (REP)",White,Governor - REP,Advance in Person,449
"L.S. ""CASEY"" CAGLE  (REP)",Whitfield,Governor - REP,Advance in Person,270
"L.S. ""CASEY"" CAGLE  (REP)",Wilcox,Governor - REP,Advance in Person,55
"L.S. ""CASEY"" CAGLE  (REP)",Wilkes,Governor - REP,Advance in Person,85
"L.S. ""CASEY"" CAGLE  (REP)",Wilkinson,Governor - REP,Advance in Person,23
"L.S. ""CASEY"" CAGLE  (REP)",Worth,Governor - REP,Advance in Person,188
"L.S. ""CASEY"" CAGLE  (REP)",Appling,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Atkinson,Governor - REP,Provisional,1
"L.S. ""CASEY"" CAGLE  (REP)",Bacon,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Baker,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Baldwin,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Banks,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Barrow,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Bartow,Governor - REP,Provisional,1
"L.S. ""CASEY"" CAGLE  (REP)",Ben Hill,Governor - REP,Provisional,1
"L.S. ""CASEY"" CAGLE  (REP)",Berrien,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Bibb,Governor - REP,Provisional,3
"L.S. ""CASEY"" CAGLE  (REP)",Bleckley,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Brantley,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Brooks,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Bryan,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Bulloch,Governor - REP,Provisional,2
"L.S. ""CASEY"" CAGLE  (REP)",Burke,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Butts,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Calhoun,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Camden,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Candler,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Carroll,Governor - REP,Provisional,3
"L.S. ""CASEY"" CAGLE  (REP)",Catoosa,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Charlton,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Chatham,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Chattahoochee,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Chattooga,Governor - REP,Provisional,1
"L.S. ""CASEY"" CAGLE  (REP)",Cherokee,Governor - REP,Provisional,1
"L.S. ""CASEY"" CAGLE  (REP)",Clarke,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Clay,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Clayton,Governor - REP,Provisional,2
"L.S. ""CASEY"" CAGLE  (REP)",Clinch,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Cobb,Governor - REP,Provisional,147
"L.S. ""CASEY"" CAGLE  (REP)",Coffee,Governor - REP,Provisional,2
"L.S. ""CASEY"" CAGLE  (REP)",Colquitt,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Columbia,Governor - REP,Provisional,3
"L.S. ""CASEY"" CAGLE  (REP)",Cook,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Coweta,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Crawford,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Crisp,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Dade,Governor - REP,Provisional,8
"L.S. ""CASEY"" CAGLE  (REP)",Dawson,Governor - REP,Provisional,4
"L.S. ""CASEY"" CAGLE  (REP)",Decatur,Governor - REP,Provisional,3
"L.S. ""CASEY"" CAGLE  (REP)",DeKalb,Governor - REP,Provisional,81
"L.S. ""CASEY"" CAGLE  (REP)",Dodge,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Dooly,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Dougherty,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Douglas,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Early,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Echols,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Effingham,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Elbert,Governor - REP,Provisional,3
"L.S. ""CASEY"" CAGLE  (REP)",Emanuel,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Evans,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Fannin,Governor - REP,Provisional,2
"L.S. ""CASEY"" CAGLE  (REP)",Fayette,Governor - REP,Provisional,2
"L.S. ""CASEY"" CAGLE  (REP)",Floyd,Governor - REP,Provisional,4
"L.S. ""CASEY"" CAGLE  (REP)",Forsyth,Governor - REP,Provisional,6
"L.S. ""CASEY"" CAGLE  (REP)",Franklin,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Fulton,Governor - REP,Provisional,180
"L.S. ""CASEY"" CAGLE  (REP)",Gilmer,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Glascock,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Glynn,Governor - REP,Provisional,3
"L.S. ""CASEY"" CAGLE  (REP)",Gordon,Governor - REP,Provisional,1
"L.S. ""CASEY"" CAGLE  (REP)",Grady,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Greene,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Gwinnett,Governor - REP,Provisional,279
"L.S. ""CASEY"" CAGLE  (REP)",Habersham,Governor - REP,Provisional,5
"L.S. ""CASEY"" CAGLE  (REP)",Hall,Governor - REP,Provisional,7
"L.S. ""CASEY"" CAGLE  (REP)",Hancock,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Haralson,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Harris,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Hart,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Heard,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Henry,Governor - REP,Provisional,4
"L.S. ""CASEY"" CAGLE  (REP)",Houston,Governor - REP,Provisional,1
"L.S. ""CASEY"" CAGLE  (REP)",Irwin,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Jackson,Governor - REP,Provisional,1
"L.S. ""CASEY"" CAGLE  (REP)",Jasper,Governor - REP,Provisional,1
"L.S. ""CASEY"" CAGLE  (REP)",Jeff Davis,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Jefferson,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Jenkins,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Johnson,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Jones,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Lamar,Governor - REP,Provisional,1
"L.S. ""CASEY"" CAGLE  (REP)",Lanier,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Laurens,Governor - REP,Provisional,1
"L.S. ""CASEY"" CAGLE  (REP)",Lee,Governor - REP,Provisional,1
"L.S. ""CASEY"" CAGLE  (REP)",Liberty,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Lincoln,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Long,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Lowndes,Governor - REP,Provisional,8
"L.S. ""CASEY"" CAGLE  (REP)",Lumpkin,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Macon,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Madison,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Marion,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",McDuffie,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",McIntosh,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Meriwether,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Miller,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Mitchell,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Monroe,Governor - REP,Provisional,2
"L.S. ""CASEY"" CAGLE  (REP)",Montgomery,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Morgan,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Murray,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Muscogee,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Newton,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Oconee,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Oglethorpe,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Paulding,Governor - REP,Provisional,3
"L.S. ""CASEY"" CAGLE  (REP)",Peach,Governor - REP,Provisional,1
"L.S. ""CASEY"" CAGLE  (REP)",Pickens,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Pierce,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Pike,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Polk,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Pulaski,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Putnam,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Quitman,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Rabun,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Randolph,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Richmond,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Rockdale,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Schley,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Screven,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Seminole,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Spalding,Governor - REP,Provisional,1
"L.S. ""CASEY"" CAGLE  (REP)",Stephens,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Stewart,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Sumter,Governor - REP,Provisional,2
"L.S. ""CASEY"" CAGLE  (REP)",Talbot,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Taliaferro,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Tattnall,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Taylor,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Telfair,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Terrell,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Thomas,Governor - REP,Provisional,1
"L.S. ""CASEY"" CAGLE  (REP)",Tift,Governor - REP,Provisional,1
"L.S. ""CASEY"" CAGLE  (REP)",Toombs,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Towns,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Treutlen,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Troup,Governor - REP,Provisional,5
"L.S. ""CASEY"" CAGLE  (REP)",Turner,Governor - REP,Provisional,1
"L.S. ""CASEY"" CAGLE  (REP)",Twiggs,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Union,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Upson,Governor - REP,Provisional,1
"L.S. ""CASEY"" CAGLE  (REP)",Walker,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Walton,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Ware,Governor - REP,Provisional,0
"L.S. ""CASEY"" CAGLE  (REP)",Warren,Governor - REP,Provisional,0
